,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1510,Josh Maja\Josh-Maja,ng NGA,FW,Bordeaux,fr Ligue 1,20,1998,8.2,0.73,2.20,1.46,66.7,2.20,1.47,0.33,0.50,16.1,0.00,0.00,0.00,0.45,0.45,0.20,0.28,0.28,Matches
1511,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FW,Strasbourg,fr Ligue 1,27,1991,4.1,0.49,1.71,0.49,28.6,1.70,0.49,0.29,1.00,13.8,0.00,0.00,0.00,0.44,0.44,0.26,0.05,0.05,Matches
1512,Žan Majer\Zan-Majer,si SVN,MF,Lecce,it Serie A,27,1992,18.5,0.05,1.08,0.43,40.0,1.08,0.43,0.05,0.13,20.7,0.00,0.00,0.00,0.12,0.12,0.11,-0.07,-0.07,Matches
1513,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MFFW,Toulouse,fr Ligue 1,21,1998,11.0,0.18,1.27,0.36,28.6,1.28,0.36,0.14,0.50,23.9,0.00,0.00,0.00,0.06,0.06,0.05,0.12,0.12,Matches
1514,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,24,1995,32.2,0.06,0.99,0.34,34.4,0.99,0.34,0.06,0.18,13.5,0.00,0.00,0.00,0.10,0.10,0.10,-0.03,-0.03,Matches
1515,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,27,1991,20.0,0.05,0.20,0.05,25.0,0.20,0.05,0.25,1.00,10.4,0.00,0.00,0.00,0.03,0.03,0.18,0.01,0.01,Matches
1516,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,2.8,0.00,0.71,0.00,0.0,0.70,0.00,0.00,,25.2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
1517,Daniel Maldini\Daniel-Maldini,it ITA,FW,Milan,it Serie A,17,2001,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1518,Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,26,1993,17.1,0.47,4.56,1.58,34.6,4.57,1.58,0.10,0.30,23.7,0.70,0.00,0.06,0.27,0.23,0.05,0.19,0.24,Matches
1519,Yunus Mallı\Yunus-Malli,tr TUR,FWMF,Union Berlin,de Bundesliga,27,1992,7.5,0.00,1.33,0.53,40.0,1.34,0.53,0.00,0.00,16.1,0.00,0.00,0.00,0.09,0.09,0.07,-0.09,-0.09,Matches
1520,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,28,1991,21.8,0.00,0.28,0.14,50.0,0.27,0.14,0.00,0.00,18.8,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
1521,Streli Mamba\Streli-Mamba,de GER,FW,Paderborn 07,de Bundesliga,25,1994,16.9,0.30,1.48,0.59,40.0,1.48,0.59,0.20,0.50,15.8,0.00,0.00,0.00,0.27,0.27,0.18,0.02,0.02,Matches
1522,Hianga Mananga Mbock\Hianga-Mananga-Mbock,fr FRA,MF,Brest,fr Ligue 1,19,1999,1.6,0.63,2.50,0.63,25.0,2.55,0.64,0.25,1.00,23.9,0.00,0.00,0.00,0.06,0.06,0.04,0.56,0.56,Matches
1523,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,30,1989,22.0,0.00,0.36,0.09,25.0,0.36,0.09,0.00,0.00,21.6,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
1524,Gianluca Mancini\Gianluca-Mancini,it ITA,DFMF,Roma,it Serie A,23,1996,30.4,0.03,0.66,0.16,25.0,0.66,0.16,0.05,0.20,9.9,0.00,0.00,0.00,0.09,0.09,0.13,-0.05,-0.05,Matches
1525,Marco Mancosu\Marco-Mancosu,it ITA,MFFW,Lecce,it Serie A,30,1988,27.1,0.52,2.66,0.81,30.6,2.66,0.81,0.07,0.23,20.4,0.37,0.33,0.41,0.56,0.25,0.09,-0.04,-0.07,Matches
1526,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,26.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1527,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,25,1994,12.3,0.00,0.16,0.00,0.0,0.16,0.00,0.00,,26.0,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
1528,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,27,1991,28.6,0.00,0.35,0.10,30.0,0.35,0.10,0.00,0.00,10.5,0.00,0.00,0.00,0.04,0.04,0.12,-0.04,-0.04,Matches
1529,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,22.8,0.00,2.41,0.31,12.7,2.41,0.31,0.00,0.00,20.3,0.22,0.00,0.00,0.17,0.17,0.07,-0.17,-0.17,Matches
1530,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,27,1992,30.5,0.59,2.49,1.18,47.4,2.49,1.18,0.24,0.50,13.0,0.00,0.00,0.00,0.45,0.45,0.19,0.14,0.14,Matches
1531,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,es La Liga,28,1991,7.5,0.00,0.13,0.00,0.0,0.13,0.00,0.00,,8.0,0.00,0.00,0.00,0.03,0.03,0.16,-0.03,-0.03,Matches
1532,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,0.10,1.44,0.29,20.0,1.44,0.29,0.07,0.33,22.4,0.19,0.00,0.00,0.09,0.09,0.06,0.01,0.01,Matches
1533,Massimiliano Mangraviti\Massimiliano-Mangraviti,it ITA,DF,Brescia,it Serie A,21,1998,10.8,0.00,0.28,0.00,0.0,0.28,0.00,0.00,,9.0,0.00,0.00,0.00,0.02,0.02,0.07,-0.02,-0.02,Matches
1534,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Napoli,it Serie A,28,1991,24.2,0.17,0.70,0.33,47.1,0.70,0.33,0.24,0.50,9.2,0.00,0.00,0.00,0.07,0.07,0.10,0.10,0.10,Matches
1535,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,17.8,0.00,0.06,0.00,0.0,0.06,0.00,0.00,,12.2,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches
1536,Giacomo Manzari\Giacomo-Manzari,it ITA,FWMF,Sassuolo,it Serie A,18,2000,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1537,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,fr Ligue 1,20,1999,7.5,0.13,2.13,0.67,31.3,2.13,0.67,0.06,0.20,16.0,0.00,0.00,0.00,0.27,0.27,0.12,-0.13,-0.13,Matches
1538,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20.0,0.15,0.60,0.35,58.3,0.60,0.35,0.25,0.43,24.8,0.00,0.00,0.00,0.03,0.03,0.04,0.13,0.13,Matches
1539,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,0.00,0.54,0.11,20.0,0.54,0.11,0.00,0.00,27.2,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
1540,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,0.07,1.18,0.42,35.3,1.18,0.42,0.06,0.17,22.5,0.00,0.00,0.00,0.03,0.03,0.03,0.03,0.03,Matches
1541,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,0.00,0.48,0.12,25.0,0.48,0.12,0.00,0.00,10.0,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,Matches
1542,Solly March\Solly-March,eng ENG,DFFW,Brighton,eng Premier League,25,1994,12.7,0.00,1.65,0.63,38.1,1.65,0.63,0.00,0.00,18.5,0.08,0.00,0.00,0.11,0.11,0.07,-0.11,-0.11,Matches
1543,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,21.1,0.00,0.52,0.09,18.2,0.52,0.09,0.00,0.00,7.4,0.00,0.00,0.00,0.08,0.08,0.15,-0.08,-0.08,Matches
1544,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFFW,Athletic Club,es La Liga,30,1989,6.0,0.00,0.17,0.00,0.0,0.17,0.00,0.00,,16.0,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
1545,Dario Maresic\Dario-Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1546,Miguel Marí\Miguel-Mari,es ESP,MF,Eibar,es La Liga,22,1997,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1547,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1548,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,0.00,0.56,0.10,18.2,0.56,0.10,0.00,0.00,11.2,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
1549,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,2.00,10.0,4.00,40.0,10.00,4.00,0.20,0.50,11.5,0.00,0.00,0.00,1.00,1.00,0.10,1.00,1.00,Matches
1550,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,0.00,0.18,0.00,0.0,0.18,0.00,0.00,,8.4,0.00,0.00,0.00,0.02,0.02,0.08,-0.02,-0.02,Matches
1551,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,0.00,0.45,0.00,0.0,0.45,0.00,0.00,,30.0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
1552,Federico Marigosu\Federico-Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1553,Adrián Marín\Adrian-Marin,es ESP,DF,Alavés,es La Liga,22,1997,9.5,0.00,0.32,0.00,0.0,0.32,0.00,0.00,,15.0,0.00,0.00,0.00,0.06,0.06,0.20,-0.06,-0.06,Matches
1554,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Alavés,es La Liga,25,1994,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1555,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,0.10,0.51,0.21,40.0,0.51,0.21,0.20,0.50,13.7,0.00,0.00,0.00,0.08,0.08,0.16,0.02,0.02,Matches
1556,Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,20.2,0.00,0.25,0.05,20.0,0.25,0.05,0.00,0.00,13.2,0.00,0.00,0.00,0.04,0.04,0.19,-0.04,-0.04,Matches
1557,Omar Marmoush\Omar-Marmoush,eg EGY,MFFW,Wolfsburg,de Bundesliga,20,1999,0.9,0.00,1.11,1.11,100.0,1.11,1.11,0.00,0.00,10.8,0.00,0.00,0.00,0.11,0.11,0.08,-0.11,-0.11,Matches
1558,Gonzalo Maroni\Gonzalo-Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,2.0,0.00,2.00,0.50,25.0,1.99,0.50,0.00,0.00,25.9,0.50,0.00,0.50,0.55,0.15,0.09,-0.55,-0.15,Matches
1559,Marquinhos\Marquinhos,br BRA,MFDF,Paris S-G,fr Ligue 1,25,1994,16.4,0.18,0.67,0.18,27.3,0.67,0.18,0.27,1.00,8.2,0.00,0.00,0.00,0.11,0.11,0.16,0.07,0.07,Matches
1560,Bruno Martella\Bruno-Martella,it ITA,DFMF,Brescia,it Serie A,26,1992,14.1,0.00,0.71,0.14,20.0,0.71,0.14,0.00,0.00,22.9,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
1561,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,28,1991,25.2,0.44,2.10,0.79,37.7,2.10,0.79,0.13,0.35,17.4,0.00,0.16,0.16,0.41,0.29,0.14,0.02,-0.02,Matches
1562,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,0.58,2.71,1.30,48.1,2.71,1.30,0.22,0.45,16.0,0.00,0.00,0.03,0.37,0.35,0.13,0.21,0.24,Matches
1563,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,0.00,0.45,0.15,33.3,0.45,0.15,0.00,0.00,24.4,0.05,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
1564,Daniel Martín\Daniel-Martin,es ESP,GK,Betis,es La Liga,21,1998,5.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1565,David Martin\David-Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1566,Jonas Martin\Jonas-Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,0.00,0.77,0.00,0.0,0.80,0.00,0.00,,10.0,0.00,0.00,0.00,0.08,0.08,0.07,-0.08,-0.08,Matches
1567,Jonas Martin\Jonas-Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.37,0.30,0.00,,-0.30,0.00,Matches
1568,Josh Martin\Josh-Martin,eng ENG,FW,Norwich City,eng Premier League,17,2001,0.4,0.00,2.50,2.50,100.0,2.43,2.43,0.00,0.00,13.0,0.00,0.00,0.00,0.75,0.75,0.31,-0.75,-0.75,Matches
1569,Martinelli\Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,0.41,1.62,0.68,41.7,1.63,0.68,0.25,0.60,13.2,0.00,0.00,0.00,0.31,0.31,0.19,0.09,0.09,Matches
1570,Álex Martínez\Alex-Martinez,es ESP,DF,Granada,es La Liga,28,1990,0.2,0.00,5.00,0.00,0.0,6.00,0.00,0.00,,20.6,5.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
1571,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1572,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,28,1991,33.0,0.03,0.82,0.12,14.8,0.82,0.12,0.04,0.25,15.0,0.12,0.00,0.00,0.05,0.05,0.06,-0.02,-0.02,Matches
1573,Javi Martínez\Javi-Martinez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1574,Javi Martínez\Javi-Martinez,es ESP,DFMF,Bayern Munich,de Bundesliga,30,1988,7.5,0.00,0.13,0.00,0.0,0.13,0.00,0.00,,4.1,0.00,0.00,0.00,0.03,0.03,0.18,-0.03,-0.03,Matches
1575,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,21,1997,27.2,0.51,4.49,1.54,34.4,4.48,1.54,0.10,0.29,15.2,0.04,0.07,0.11,0.58,0.50,0.11,-0.07,-0.06,Matches
1576,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26.0,0.08,0.46,0.12,25.0,0.46,0.12,0.17,0.67,16.5,0.00,0.00,0.00,0.03,0.03,0.08,0.04,0.04,Matches
1577,Pablo Martínez\Pablo-Martinez,es ESP,MFFW,Levante,es La Liga,21,1998,0.4,0.00,2.50,0.00,0.0,2.73,0.00,0.00,,22.8,2.50,0.00,0.00,0.25,0.25,0.07,-0.25,-0.25,Matches
1578,Gelson Martins\Gelson-Martins,pt POR,DFFW,Monaco,fr Ligue 1,24,1995,18.6,0.22,1.51,0.59,39.3,1.51,0.59,0.14,0.36,15.0,0.00,0.00,0.00,0.30,0.30,0.20,-0.08,-0.08,Matches
1579,Adam Marušić\Adam-Marusic,me MNE,DF,Lazio,it Serie A,26,1992,10.5,0.19,1.05,0.57,54.5,1.05,0.57,0.18,0.33,12.0,0.00,0.00,0.00,0.15,0.15,0.14,0.04,0.04,Matches
1580,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,0.00,0.44,0.09,20.0,0.44,0.09,0.00,0.00,23.1,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
1581,Andrea Masiello\Andrea-Masiello,it ITA,DF,Genoa,it Serie A,33,1986,14.7,0.00,0.41,0.07,16.7,0.41,0.07,0.00,0.00,25.4,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
1582,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1583,Adam Masina\Adam-Masina,ma MAR,DF,Watford,eng Premier League,25,1994,20.2,0.05,0.74,0.15,20.0,0.74,0.15,0.07,0.33,20.8,0.05,0.00,0.00,0.03,0.03,0.05,0.01,0.01,Matches
1584,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1585,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,eng Premier League,25,1993,10.4,0.00,0.48,0.19,40.0,0.48,0.19,0.00,0.00,29.2,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
1586,Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,es La Liga,30,1988,30.5,0.36,1.67,0.66,39.2,1.67,0.66,0.16,0.40,13.8,0.00,0.10,0.13,0.30,0.21,0.12,0.06,0.06,Matches
1587,Juan Mata\Juan-Mata,es ESP,MFFW,Manchester Utd,eng Premier League,31,1988,8.4,0.00,1.07,0.12,11.1,1.07,0.12,0.00,0.00,17.8,0.24,0.00,0.00,0.13,0.13,0.13,-0.13,-0.13,Matches
1588,Aleš Matějů\Ales-Mateju,cz CZE,DF,Brescia,it Serie A,23,1996,28.3,0.00,0.21,0.14,66.7,0.21,0.14,0.00,0.00,12.6,0.00,0.00,0.00,0.01,0.01,0.07,-0.01,-0.01,Matches
1589,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,22,1997,11.7,0.26,2.91,0.94,32.4,2.91,0.94,0.06,0.18,11.0,0.00,0.09,0.09,0.54,0.49,0.17,-0.28,-0.32,Matches
1590,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,17.6,0.00,0.40,0.11,28.6,0.40,0.11,0.00,0.00,25.3,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
1591,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,27,1991,7.8,0.13,0.51,0.13,25.0,0.51,0.13,0.25,1.00,9.3,0.00,0.00,0.00,0.04,0.04,0.08,0.09,0.09,Matches
1592,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,18,2000,12.9,0.16,1.86,0.54,29.2,1.86,0.54,0.08,0.29,17.6,0.00,0.00,0.00,0.19,0.19,0.10,-0.03,-0.03,Matches
1593,Alessandro Matri\Alessandro-Matri,it ITA,FWMF,Brescia,it Serie A,34,1984,1.0,0.00,6.00,1.00,16.7,6.07,1.01,0.00,0.00,15.1,0.00,0.00,0.00,0.40,0.40,0.06,-0.40,-0.40,Matches
1594,Federico Mattiello\Federico-Mattiello,it ITA,DF,Cagliari,it Serie A,24,1995,10.3,0.00,0.68,0.19,28.6,0.68,0.19,0.00,0.00,21.9,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
1595,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Juventus,it Serie A,32,1987,24.9,0.00,0.52,0.16,30.8,0.52,0.16,0.00,0.00,19.1,0.00,0.00,0.00,0.04,0.04,0.08,-0.04,-0.04,Matches
1596,Neal Maupay\Neal-Maupay,fr FRA,FW,Brighton,eng Premier League,22,1996,30.7,0.33,2.93,1.11,37.8,2.93,1.11,0.10,0.26,14.9,0.00,0.03,0.07,0.38,0.33,0.11,-0.05,-0.04,Matches
1597,Stephy Mavididi\Stephy-Mavididi,eng ENG,FWMF,Dijon,fr Ligue 1,21,1998,15.5,0.32,1.68,0.71,42.3,1.68,0.71,0.19,0.45,15.5,0.00,0.00,0.00,0.19,0.19,0.11,0.13,0.13,Matches
1598,Philipp Max\Philipp-Max,de GER,DF,Augsburg,de Bundesliga,25,1993,30.1,0.27,1.16,0.40,34.3,1.16,0.40,0.20,0.58,24.9,0.47,0.03,0.03,0.13,0.11,0.09,0.13,0.13,Matches
1599,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Paris S-G,fr Ligue 1,30,1989,5.0,0.60,3.60,1.40,38.9,3.59,1.40,0.17,0.43,11.3,0.00,0.00,0.00,0.48,0.48,0.13,0.12,0.12,Matches
1600,Alexandru Maxim\Alexandru-Maxim,ro ROU,MF,Mainz 05,de Bundesliga,29,1990,1.3,0.00,2.31,0.00,0.0,2.31,0.00,0.00,,22.8,0.00,0.00,0.00,0.08,0.08,0.03,-0.08,-0.08,Matches
1601,Kévin Mayi\Kevin-Mayi,ga GAB,FW,Brest,fr Ligue 1,26,1993,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1602,Borja Mayoral\Borja-Mayoral,es ESP,FW,Levante,es La Liga,22,1997,23.8,0.34,1.89,0.76,40.0,1.89,0.76,0.18,0.44,12.7,0.00,0.00,0.00,0.32,0.32,0.17,0.01,0.01,Matches
1603,Luca Mazzitelli\Luca-Mazzitelli,it ITA,MF,Sassuolo,it Serie A,23,1995,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1604,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,24,1995,18.8,0.16,0.48,0.16,33.3,0.48,0.16,0.33,1.00,11.0,0.00,0.00,0.00,0.04,0.04,0.09,0.12,0.12,Matches
1605,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,20,1998,16.8,1.07,5.24,2.92,55.7,5.23,2.91,0.20,0.37,13.9,0.00,0.00,0.00,1.02,1.02,0.20,0.05,0.05,Matches
1606,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,24,1994,16.7,0.00,0.30,0.06,20.0,0.30,0.06,0.00,0.00,8.9,0.00,0.00,0.00,0.02,0.02,0.09,-0.02,-0.02,Matches
1607,Loïc Mbe Soh\Loic-Mbe-Soh,fr FRA,DF,Paris S-G,fr Ligue 1,18,2001,0.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1608,Isaac Mbenza\Isaac-Mbenza,be BEL,FW,Amiens,fr Ligue 1,23,1996,0.9,0.00,4.44,1.11,25.0,4.29,1.07,0.00,0.00,23.2,1.11,0.00,0.00,0.22,0.22,0.04,-0.22,-0.22,Matches
1609,Nathanael Mbuku\Nathanael-Mbuku,fr FRA,MFFW,Reims,fr Ligue 1,17,2002,4.4,0.00,1.82,0.23,12.5,1.82,0.23,0.00,0.00,16.9,0.00,0.00,0.00,0.09,0.09,0.04,-0.09,-0.09,Matches
1610,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,eng Premier League,31,1987,34.3,0.00,0.85,0.17,20.7,0.84,0.17,0.00,0.00,17.9,0.00,0.00,0.00,0.07,0.07,0.08,-0.07,-0.07,Matches
1611,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,23,1996,23.5,0.26,2.09,1.02,49.0,2.09,1.02,0.12,0.25,9.2,0.00,0.00,0.00,0.33,0.33,0.16,-0.07,-0.07,Matches
1612,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1613,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,28,1990,18.7,0.00,0.59,0.16,27.3,0.59,0.16,0.00,0.00,22.5,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
1614,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,eng Premier League,24,1994,25.7,0.12,2.14,0.74,34.5,2.14,0.74,0.05,0.16,20.5,0.00,0.00,0.00,0.15,0.15,0.07,-0.03,-0.03,Matches
1615,David McGoldrick\David-McGoldrick,ie IRL,FW,Sheffield Utd,eng Premier League,31,1987,20.2,0.10,2.28,0.94,41.3,2.28,0.94,0.04,0.11,14.3,0.00,0.00,0.00,0.34,0.34,0.15,-0.24,-0.24,Matches
1616,Michael McGovern\Michael-McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,1.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1617,Weston McKennie\Weston-McKennie,us USA,MFDF,Schalke 04,de Bundesliga,20,1998,23.0,0.13,1.39,0.30,21.9,1.39,0.30,0.09,0.43,17.3,0.00,0.00,0.00,0.10,0.10,0.08,0.03,0.03,Matches
1618,Kenny McLean\Kenny-McLean,sco SCO,MF,Norwich City,eng Premier League,27,1992,33.0,0.03,0.91,0.30,33.3,0.91,0.30,0.03,0.10,20.7,0.06,0.00,0.00,0.05,0.05,0.05,-0.02,-0.02,Matches
1619,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,eng Premier League,19,1999,37.1,0.05,1.29,0.38,29.2,1.29,0.38,0.04,0.14,23.5,0.27,0.00,0.00,0.06,0.06,0.04,-0.00,-0.00,Matches
1620,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,eng Premier League,22,1996,19.7,0.20,1.52,0.51,33.3,1.52,0.51,0.13,0.40,19.8,0.00,0.00,0.00,0.08,0.08,0.05,0.13,0.13,Matches
1621,Biagio Meccariello\Biagio-Meccariello,it ITA,DF,Lecce,it Serie A,28,1991,8.5,0.12,0.59,0.24,40.0,0.59,0.23,0.20,0.50,15.6,0.00,0.00,0.00,0.02,0.02,0.05,0.09,0.09,Matches
