,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2225,João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,FW,Wolfsburg,de Bundesliga,27-038,1994,4.8,0.00,0.00,0.00,1.67,1.25,0.83,0.63,1.25,1.67,0.00,0.00,0.00,9.58,1.46,3.33,30.4,Matches
2226,Roli Pereira de Sa\Roli-Pereira-de-Sa,fr FRA,MF,Nantes,fr Ligue 1,24-145,1996,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,5.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
2227,Idriss Saadi\Idriss-Saadi,dz ALG,FWMF,Strasbourg,fr Ligue 1,29-085,1992,1.4,0.00,0.00,0.00,0.71,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,4.29,4.29,3.57,54.5,Matches
2228,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,28-060,1993,29.3,0.14,0.00,0.00,1.06,1.37,0.07,1.26,1.54,1.09,0.00,0.03,0.00,8.02,0.85,0.72,54.3,Matches
2229,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MF,RB Leipzig,de Bundesliga,27-048,1994,19.5,0.31,0.00,0.00,0.87,1.49,0.36,0.92,1.74,1.28,0.00,0.00,0.00,12.7,1.03,0.92,52.6,Matches
2230,Alexis Saelemaekers\Alexis-Saelemaekers,be BEL,FW,Milan,it Serie A,21-311,1999,20.1,0.30,0.05,0.05,1.39,1.49,0.30,1.94,1.19,1.49,0.05,0.00,0.00,6.77,0.35,1.14,23.3,Matches
2231,Modibo Sagnan\Modibo-Sagnan,ml MLI,DFMF,Real Sociedad,es La Liga,22-020,1999,6.3,0.48,0.00,0.00,2.06,0.63,0.00,0.16,1.11,0.48,0.00,0.00,0.00,8.57,2.54,2.22,53.3,Matches
2232,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Newcastle Utd,eng Premier League,24-053,1997,13.9,0.00,0.00,0.00,0.79,2.88,0.29,1.22,0.58,0.72,0.00,0.07,0.00,5.68,0.22,0.58,27.3,Matches
2233,Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,es La Liga,20-092,2001,5.0,0.20,0.00,0.00,2.80,1.40,0.80,2.20,1.20,1.20,0.00,0.00,0.00,6.60,0.40,2.40,14.3,Matches
2234,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,eng Premier League,31-039,1990,24.7,0.08,0.00,0.00,0.97,0.45,0.04,0.61,1.21,0.73,0.00,0.04,0.00,8.30,3.48,2.06,62.8,Matches
2235,Bukayo Saka\Bukayo-Saka,eng ENG,FWDF,Arsenal,eng Premier League,19-241,2001,25.7,0.04,0.00,0.00,0.89,2.33,0.51,2.96,0.89,0.66,0.04,0.00,0.04,6.26,0.51,1.63,23.6,Matches
2236,Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,fr Ligue 1,31-022,1990,25.2,0.24,0.04,0.00,1.67,0.71,0.08,1.23,1.43,2.26,0.00,0.00,0.00,7.98,1.83,1.47,55.4,Matches
2237,Moïse Sakava\Moise-Sakava,cm CMR,MF,Reims,fr Ligue 1,20-129,2000,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
2238,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,eng Premier League,31-080,1990,3.1,0.00,0.00,0.00,0.65,0.32,0.00,0.00,0.00,0.65,0.00,0.32,0.00,5.48,1.61,2.58,38.5,Matches
2239,Jacopo Sala\Jacopo-Sala,it ITA,DF,Spezia,it Serie A,29-150,1991,4.2,0.24,0.00,0.00,1.67,0.95,0.00,2.14,0.71,1.19,0.00,0.00,0.00,7.38,0.71,1.19,37.5,Matches
2240,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,eng Premier League,28-323,1992,29.3,0.00,0.00,0.00,0.58,0.75,0.44,1.33,0.20,0.44,0.07,0.00,0.00,5.63,0.68,1.67,29.0,Matches
2241,Eddy Salcedo\Eddy-Salcedo,it ITA,FWMF,Hellas Verona,it Serie A,19-215,2001,7.2,0.42,0.00,0.00,1.94,2.08,0.28,1.11,0.42,0.28,0.14,0.00,0.00,5.56,3.75,8.33,31.0,Matches
2242,William Saliba\William-Saliba,fr FRA,DF,Nice,fr Ligue 1,20-041,2001,17.0,0.06,0.00,0.00,0.88,0.59,0.00,0.00,1.82,0.41,0.00,0.06,0.00,9.53,1.76,1.06,62.5,Matches
2243,Romain Salin\Romain-Salin,fr FRA,GK,Rennes,fr Ligue 1,36-279,1984,15.0,0.13,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.60,0.00,0.00,,Matches
2244,Mohammed Salisu\Mohammed-Salisu,gh GHA,DF,Southampton,eng Premier League,22-017,1999,5.9,0.00,0.00,0.00,0.85,0.34,0.00,0.34,3.22,1.86,0.00,0.00,0.00,7.63,2.71,2.20,55.2,Matches
2245,Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,23-347,1997,16.2,0.19,0.00,0.00,2.72,2.59,0.62,2.28,0.43,0.62,0.12,0.00,0.00,5.12,2.35,3.27,41.8,Matches
2246,Salvi\Salvi,es ESP,MFFW,Cádiz,es La Liga,30-035,1991,21.5,0.23,0.00,0.00,0.74,1.35,0.33,3.91,0.84,0.56,0.00,0.05,0.00,5.81,0.84,1.67,33.3,Matches
2247,Lazar Samardzic\Lazar-Samardzic,de GER,MFFW,RB Leipzig,de Bundesliga,19-069,2002,2.2,0.00,0.00,0.00,2.73,1.36,0.00,0.00,2.27,2.73,0.00,0.00,0.00,6.36,0.45,0.45,50.0,Matches
2248,Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,Hoffenheim,de Bundesliga,25-113,1996,25.9,0.12,0.00,0.00,1.58,1.62,0.00,0.27,2.20,1.62,0.00,0.00,0.00,13.4,1.62,2.05,44.2,Matches
2249,Mama Samba Baldé\Mama-Samba-Balde,gw GNB,FW,Dijon,fr Ligue 1,25-179,1995,22.8,0.18,0.00,0.00,1.58,1.67,0.70,0.39,0.53,0.83,0.04,0.00,0.00,4.47,2.85,4.78,37.4,Matches
2250,Junior Sambia\Junior-Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,24-239,1996,25.0,0.08,0.00,0.00,0.88,1.60,0.12,2.44,1.16,1.28,0.00,0.00,0.00,6.76,1.40,1.44,49.3,Matches
2251,Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,35-042,1986,11.8,0.34,0.08,0.00,1.19,1.95,0.00,2.71,0.68,0.76,0.00,0.00,0.00,6.02,0.25,1.44,15.0,Matches
2252,Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,es La Liga,24-049,1997,14.5,0.41,0.00,0.00,2.41,1.10,0.00,0.07,0.90,1.17,0.00,0.07,0.00,10.1,1.72,2.76,38.5,Matches
2253,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Torino,it Serie A,25-061,1996,7.6,0.26,0.00,0.00,1.58,1.32,0.26,0.13,0.79,0.39,0.00,0.00,0.00,3.42,2.37,3.95,37.5,Matches
2254,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,es La Liga,25-061,1996,10.4,0.19,0.00,0.00,1.63,1.06,0.29,0.10,0.19,0.58,0.00,0.00,0.00,3.75,3.46,3.56,49.3,Matches
2255,Oihan Sancet\Oihan-Sancet,es ESP,FWMF,Athletic Club,es La Liga,21-009,2000,8.2,0.24,0.00,0.00,1.95,1.46,0.37,0.49,0.24,0.85,0.00,0.00,0.00,5.61,1.71,2.80,37.8,Matches
2256,Renato Sanches\Renato-Sanches,pt POR,MF,Lille,fr Ligue 1,23-259,1997,12.9,0.23,0.00,0.00,1.94,2.09,0.08,1.24,1.01,0.85,0.00,0.00,0.00,9.30,0.54,1.63,25.0,Matches
2257,Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DFMF,Elche,es La Liga,31-123,1990,5.5,0.36,0.00,0.00,2.00,1.09,0.00,1.45,0.73,0.91,0.00,0.00,0.00,7.27,0.73,0.91,44.4,Matches
2258,Alexis Sánchez\Alexis-Sanchez,cl CHI,FW,Inter,it Serie A,32-136,1988,11.5,0.00,0.00,0.00,1.57,2.61,0.70,1.39,0.96,0.70,0.00,0.00,0.00,5.57,1.13,0.78,59.1,Matches
2259,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,24-326,1996,15.5,0.06,0.00,0.00,1.35,0.58,0.00,0.00,0.77,1.55,0.00,0.13,0.06,9.48,3.10,1.94,61.5,Matches
2260,Germán Sánchez\German-Sanchez,es ESP,DF,Granada,es La Liga,34-185,1986,25.9,0.39,0.04,0.00,1.12,1.16,0.12,0.00,0.77,0.39,0.00,0.00,0.00,7.92,3.09,2.78,52.6,Matches
2261,Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,es La Liga,24-051,1997,8.5,0.35,0.00,0.00,0.71,0.12,0.00,0.00,1.29,1.29,0.00,0.00,0.00,5.88,1.76,2.00,46.9,Matches
2262,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Osasuna,es La Liga,20-253,2000,8.9,0.45,0.00,0.00,1.69,0.79,0.00,2.47,0.90,1.01,0.00,0.00,0.00,7.53,0.79,1.57,33.3,Matches
2263,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,es La Liga,20-253,2000,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,,Matches
2264,Robert Sánchez\Robert-Sanchez,es ESP,GK,Brighton,eng Premier League,23-167,1997,23.0,0.00,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.04,0.00,4.74,0.04,0.04,50.0,Matches
2265,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,21-040,2000,20.7,0.00,0.00,0.00,0.00,0.92,0.39,2.22,0.53,0.48,0.00,0.00,0.00,6.86,0.24,0.97,20.0,Matches
2266,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,30-098,1991,16.6,0.12,0.00,0.00,1.33,1.51,0.00,2.53,1.02,1.33,0.00,0.00,0.06,8.37,2.05,1.57,56.7,Matches
2267,Leroy Sané\Leroy-Sane,de GER,FWMF,Bayern Munich,de Bundesliga,25-113,1996,18.6,0.11,0.00,0.00,0.70,1.13,0.32,2.63,0.59,1.02,0.05,0.00,0.00,7.85,0.38,1.02,26.9,Matches
2268,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,de Bundesliga,30-252,1990,8.9,0.56,0.00,0.00,1.35,1.46,0.11,0.34,1.46,0.56,0.00,0.11,0.00,15.3,6.52,1.01,86.6,Matches
2269,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,es La Liga,34-344,1986,21.5,0.47,0.00,0.00,2.56,1.81,0.09,0.23,1.21,1.40,0.00,0.09,0.00,13.6,2.88,2.88,50.0,Matches
2270,Mohamed Sankoh\Mohamed-Sankoh,nl NED,FW,Stuttgart,de Bundesliga,17-200,2003,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,15.0,0.0,Matches
2271,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,26-259,1994,9.2,0.22,0.00,0.00,1.96,1.09,0.00,1.41,1.30,2.07,0.00,0.00,0.00,6.20,0.98,1.41,40.9,Matches
2272,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Aston Villa,eng Premier League,26-259,1994,3.3,0.91,0.00,0.00,1.82,2.12,0.61,2.42,2.12,1.52,0.00,0.00,0.00,9.39,1.52,1.21,55.6,Matches
2273,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Bologna,it Serie A,29-236,1991,11.4,0.18,0.00,0.00,1.75,3.07,0.26,1.49,0.70,1.05,0.00,0.00,0.00,6.32,0.53,2.02,20.7,Matches
2274,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,26-056,1995,3.0,0.33,0.00,0.00,2.33,1.67,0.33,0.33,0.67,2.00,0.00,0.00,0.00,12.7,1.67,1.00,62.5,Matches
2275,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Freiburg,de Bundesliga,26-056,1995,22.2,0.23,0.00,0.00,1.40,1.22,0.09,0.99,2.12,1.85,0.00,0.00,0.05,11.8,2.34,1.58,59.8,Matches
2276,Federico Santander\Federico-Santander,py PAR,FW,Bologna,it Serie A,29-334,1991,0.4,0.00,0.00,0.00,5.00,5.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,12.5,5.00,5.00,50.0,Matches
2277,Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,30-122,1991,4.2,0.24,0.00,0.00,1.43,0.48,0.24,2.86,0.71,0.71,0.00,0.00,0.00,4.76,0.95,0.71,57.1,Matches
2278,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,26-150,1994,23.1,0.26,0.00,0.00,1.60,1.43,0.13,0.69,1.65,1.47,0.00,0.00,0.00,7.32,2.29,1.43,61.6,Matches
2279,Riccardo Saponara\Riccardo-Saponara,it ITA,FW,Fiorentina,it Serie A,29-134,1991,0.6,0.00,0.00,0.00,1.67,1.67,0.00,0.00,0.00,1.67,0.00,0.00,0.00,5.00,1.67,1.67,50.0,Matches
2280,Riccardo Saponara\Riccardo-Saponara,it ITA,FW,Spezia,it Serie A,29-134,1991,2.3,0.87,0.43,0.43,0.87,3.91,0.00,1.74,0.43,0.87,0.00,0.00,0.00,6.09,1.30,0.87,60.0,Matches
2281,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FW,Cádiz,es La Liga,23-275,1997,2.0,1.00,0.00,0.00,2.50,3.50,1.00,0.00,0.50,0.00,0.00,0.00,0.00,3.50,2.00,5.00,28.6,Matches
2282,Pablo Sarabia\Pablo-Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,28-358,1992,14.5,0.14,0.00,0.00,0.48,1.10,0.48,2.41,0.28,0.83,0.00,0.00,0.00,4.62,0.28,0.62,30.8,Matches
2283,Josh Sargent\Josh-Sargent,us USA,FWMF,Werder Bremen,de Bundesliga,21-073,2000,25.2,0.24,0.00,0.00,1.23,1.59,0.24,0.44,0.75,1.07,0.00,0.00,0.04,5.67,2.38,4.21,36.1,Matches
2284,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Bayern Munich,de Bundesliga,29-093,1992,4.8,0.21,0.00,0.00,2.29,1.25,0.21,2.08,0.83,1.67,0.00,0.00,0.00,11.0,1.67,1.46,53.3,Matches
2285,Bouna Sarr\Bouna-Sarr,gn GUI,DF,Marseille,fr Ligue 1,29-093,1992,0.8,0.00,0.00,0.00,3.75,2.50,0.00,1.25,1.25,1.25,0.00,0.00,0.00,10.0,1.25,3.75,25.0,Matches
2286,Sidy Sarr\Sidy-Sarr,sn SEN,MF,Nîmes,fr Ligue 1,24-333,1996,5.1,0.20,0.00,0.00,1.76,0.98,0.20,0.00,0.78,1.18,0.00,0.00,0.00,10.4,4.71,1.96,70.6,Matches
2287,Marco Sau\Marco-Sau,it ITA,MFFW,Benevento,it Serie A,33-182,1987,8.7,0.11,0.11,0.00,0.92,2.18,0.11,1.84,0.92,0.34,0.11,0.00,0.00,5.75,0.92,2.07,30.8,Matches
2288,Téji Savanier\Teji-Savanier,fr FRA,MF,Montpellier,fr Ligue 1,29-133,1991,23.2,0.26,0.04,0.00,2.28,2.80,0.04,2.28,1.55,2.24,0.04,0.09,0.00,11.3,1.08,0.86,55.6,Matches
2289,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,30-116,1991,29.8,0.47,0.00,0.00,0.94,0.54,0.07,0.07,0.97,0.84,0.00,0.03,0.00,9.46,3.15,1.34,70.1,Matches
2290,Romaine Sawyers\Romaine-Sawyers,kn SKN,MF,West Brom,eng Premier League,29-183,1991,16.5,0.12,0.00,0.00,1.09,0.85,0.00,0.30,1.33,1.15,0.00,0.00,0.06,10.7,0.79,0.36,68.4,Matches
2291,Gianluca Scamacca\Gianluca-Scamacca,it ITA,FW,Genoa,it Serie A,22-123,1999,13.9,0.07,0.00,0.00,2.30,1.15,0.65,0.86,0.50,0.65,0.00,0.00,0.07,5.32,3.02,3.02,50.0,Matches
2292,Dane Scarlett\Dane-Scarlett,eng ENG,FW,Tottenham,eng Premier League,17-041,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2293,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,eng Premier League,29-135,1991,13.6,0.29,0.07,0.00,1.62,1.10,0.07,0.22,1.62,0.66,0.00,0.00,0.00,8.82,1.47,1.84,44.4,Matches
2294,Aurélien Scheidler\Aurelien-Scheidler,fr FRA,FW,Dijon,fr Ligue 1,22-334,1998,3.8,0.26,0.00,0.00,1.84,1.05,1.58,0.00,0.00,0.26,0.00,0.00,0.00,2.89,2.63,6.05,30.3,Matches
2295,Nicolás Schiappacasse\Nicolas-Schiappacasse,uy URU,MF,Sassuolo,it Serie A,22-112,1999,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.0,Matches
2296,Pasquale Schiattarella\Pasquale-Schiattarella,it ITA,MF,Benevento,it Serie A,33-339,1987,23.2,0.52,0.04,0.00,1.55,2.24,0.04,0.26,0.86,1.47,0.00,0.00,0.00,11.9,0.43,0.34,55.6,Matches
2297,Patrik Schick\Patrik-Schick,cz CZE,FW,Leverkusen,de Bundesliga,25-100,1996,18.5,0.16,0.00,0.00,1.30,0.86,0.32,0.16,0.11,0.43,0.00,0.00,0.00,3.35,3.78,3.73,50.4,Matches
2298,Sven Schipplock\Sven-Schipplock,de GER,FWMF,Arminia,de Bundesliga,32-177,1988,8.0,0.50,0.00,0.00,4.25,3.25,0.38,1.25,0.38,0.88,0.00,0.00,0.00,6.88,2.63,3.88,40.4,Matches
2299,Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,de Bundesliga,23-218,1997,26.3,0.23,0.00,0.00,1.52,1.10,0.00,0.38,1.44,2.09,0.04,0.00,0.00,13.3,1.71,1.60,51.7,Matches
2300,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,24-006,1997,17.8,0.17,0.00,0.00,1.12,1.57,0.00,0.06,1.57,0.56,0.00,0.00,0.06,9.33,3.09,2.02,60.4,Matches
2301,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,21-154,1999,11.5,0.26,0.09,0.09,1.48,2.00,0.00,0.26,2.00,1.22,0.00,0.09,0.09,9.83,3.13,2.26,58.1,Matches
2302,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,28-132,1992,12.4,0.16,0.00,0.00,1.13,1.13,0.00,1.69,1.05,0.89,0.00,0.00,0.00,6.29,2.34,3.31,41.4,Matches
2303,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34-180,1986,34.0,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.26,0.00,0.00,,Matches
2304,Jonathan Schmid\Jonathan-Schmid,fr FRA,DFMF,Freiburg,de Bundesliga,30-312,1990,23.9,0.17,0.00,0.00,0.63,0.71,0.00,3.05,0.63,1.05,0.00,0.00,0.00,8.66,0.88,0.96,47.7,Matches
2305,Romano Schmid\Romano-Schmid,at AUT,FWMF,Werder Bremen,de Bundesliga,21-097,2000,12.1,0.17,0.00,0.00,1.40,1.57,0.50,0.91,1.24,1.49,0.08,0.00,0.00,10.2,0.58,1.82,24.1,Matches
2306,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,de Bundesliga,26-168,1994,2.8,0.00,0.00,0.00,2.14,1.07,0.00,1.07,2.50,1.79,0.00,0.00,0.00,7.86,1.79,2.14,45.5,Matches
2307,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,31-177,1989,23.5,0.38,0.04,0.04,1.83,0.38,0.00,0.30,1.36,1.57,0.00,0.00,0.00,9.49,1.74,1.11,61.2,Matches
2308,Alessandro Schöpf\Alessandro-Schopf,at AUT,FWMF,Schalke 04,de Bundesliga,27-086,1994,9.7,0.00,0.00,0.00,1.24,1.34,0.41,0.62,0.52,1.24,0.00,0.00,0.00,7.73,0.72,1.44,33.3,Matches
2309,Jerdy Schouten\Jerdy-Schouten,nl NED,MF,Bologna,it Serie A,24-112,1997,24.4,0.20,0.04,0.00,1.72,0.82,0.04,0.25,2.87,1.48,0.00,0.04,0.00,12.5,1.48,1.23,54.5,Matches
2310,Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,de Bundesliga,28-033,1993,5.7,0.18,0.00,0.00,1.40,0.70,0.00,2.46,2.11,1.05,0.00,0.00,0.18,9.65,1.05,0.88,54.5,Matches
2311,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Hertha BSC,de Bundesliga,28-336,1992,21.0,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.29,0.00,0.00,,Matches
2312,Christopher Scott\Christopher-Scott,de GER,FWMF,Bayern Munich,de Bundesliga,18-331,2002,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.50,0.00,2.50,0.0,Matches
2313,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,32-333,1988,1.7,0.59,0.00,0.00,1.76,0.59,0.00,2.35,3.53,0.59,0.00,0.00,0.00,4.71,0.00,0.00,,Matches
2314,Simone Scuffet\Simone-Scuffet,it ITA,GK,Udinese,it Serie A,24-338,1996,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,,Matches
2315,Jacopo Segre\Jacopo-Segre,it ITA,MF,Torino,it Serie A,24-076,1997,2.1,0.48,0.00,0.00,0.95,4.29,0.48,0.00,0.00,2.38,0.00,0.00,0.00,8.57,0.95,1.43,40.0,Matches
2316,Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,de Bundesliga,26-104,1995,6.7,0.60,0.00,0.00,2.69,3.13,0.75,0.75,0.30,0.30,0.00,0.00,0.00,5.52,8.36,8.81,48.7,Matches
2317,Malik Sellouki\Malik-Sellouki,fr FRA,FWMF,Nice,fr Ligue 1,21-044,2000,0.5,2.00,0.00,0.00,2.00,4.00,0.00,6.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,Matches
2318,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,fr Ligue 1,29-067,1992,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.20,0.00,0.00,,Matches
2319,Nélson Semedo\Nelson-Semedo,pt POR,DF,Wolves,eng Premier League,27-169,1993,30.1,0.13,0.00,0.00,1.26,1.03,0.07,1.46,1.36,1.63,0.00,0.03,0.03,8.21,1.30,1.23,51.3,Matches
2320,Léo Sena\Leo-Sena,br BRA,MF,Spezia,it Serie A,25-124,1995,8.6,0.00,0.00,0.00,0.81,6.98,0.00,0.70,1.16,1.74,0.00,0.00,0.00,10.2,0.58,1.28,31.3,Matches
2321,Stefano Sensi\Stefano-Sensi,it ITA,MF,Inter,it Serie A,25-272,1995,5.5,0.18,0.18,0.00,1.09,2.00,0.00,1.45,1.27,1.82,0.00,0.00,0.00,8.73,0.18,0.55,25.0,Matches
2322,Jaime Seoane\Jaime-Seoane,es ESP,MF,Huesca,es La Liga,24-102,1997,20.0,0.25,0.00,0.00,1.80,1.30,0.05,0.65,0.75,1.70,0.00,0.05,0.00,8.95,1.35,1.00,57.4,Matches
2323,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,29-361,1991,32.0,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.28,0.00,0.00,,Matches
2324,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,24-023,1997,21.0,0.10,0.00,0.00,1.29,2.24,0.05,0.33,1.10,1.67,0.05,0.00,0.05,9.33,0.86,1.10,43.9,Matches
2325,Jean Seri\Jean-Seri,ci CIV,MF,Bordeaux,fr Ligue 1,29-289,1991,7.8,0.38,0.00,0.00,1.92,1.54,0.00,0.51,1.03,1.41,0.00,0.00,0.00,10.8,1.15,1.28,47.4,Matches
2326,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Hoffenheim,de Bundesliga,20-351,2000,15.1,0.26,0.00,0.00,1.99,0.33,0.46,2.78,1.26,1.52,0.00,0.00,0.00,8.68,0.73,1.39,34.4,Matches
2327,Nils Seufert\Nils-Seufert,de GER,MFFW,Arminia,de Bundesliga,24-090,1997,3.8,0.26,0.00,0.00,2.11,1.84,0.00,0.53,0.53,2.11,0.00,0.00,0.00,8.42,1.05,0.79,57.1,Matches
2328,Edgar Sevikyan\Edgar-Sevikyan,ru RUS,MF,Levante,es La Liga,19-269,2001,0.1,0.00,0.00,0.00,0.00,10.0,0.00,10.0,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,,Matches
2329,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,MFFW,Roma,it Serie A,28-189,1992,4.1,0.24,0.00,0.00,0.98,1.22,0.24,2.20,0.49,0.49,0.00,0.00,0.00,6.59,0.24,0.73,25.0,Matches
2330,Jamie Shackleton\Jamie-Shackleton,eng ENG,MFDF,Leeds United,eng Premier League,21-208,1999,5.1,0.00,0.00,0.00,0.59,0.39,0.20,0.39,1.18,0.98,0.00,0.00,0.00,7.06,0.78,1.18,40.0,Matches
2331,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MFFW,Liverpool,eng Premier League,29-206,1991,5.8,0.34,0.00,0.00,1.90,1.03,0.00,1.72,0.69,0.69,0.00,0.00,0.00,9.48,0.52,1.03,33.3,Matches
2332,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,35-088,1986,8.2,0.12,0.00,0.00,1.83,1.71,1.34,0.85,0.37,0.61,0.00,0.00,0.00,3.17,1.59,4.39,26.5,Matches
2333,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25-296,1995,26.5,0.26,0.00,0.00,1.47,0.94,0.08,3.25,0.87,1.47,0.00,0.00,0.04,8.91,1.17,1.25,48.4,Matches
2334,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,29-066,1992,25.1,0.24,0.00,0.00,1.00,0.36,0.00,1.31,1.35,0.88,0.00,0.00,0.00,8.57,1.04,0.96,52.0,Matches
2335,Eldor Shomurodov\Eldor-Shomurodov,uz UZB,FW,Genoa,it Serie A,25-309,1995,15.7,0.00,0.00,0.00,2.23,1.08,0.64,0.64,0.45,0.96,0.00,0.00,0.00,5.03,3.18,5.99,34.7,Matches
2336,Shola Shoretire\Shola-Shoretire,eng ENG,FW,Manchester Utd,eng Premier League,17-091,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
