,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
1512,Habib Maïga\Habib-Maiga,ci CIV,MF,Metz,fr Ligue 1,25-123,1996,26.9,0.04,0.86,0.22,26.1,0.85,0.22,0.04,0.17,18.7,0.00,0.00,0.00,0.06,0.06,0.07,-0.03,-0.03,Matches
1513,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,25-157,1995,35.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1514,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,23-248,1997,5.4,0.00,0.37,0.19,50.0,0.37,0.18,0.00,0.00,20.5,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
1515,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,MF,West Brom,eng Premier League,23-248,1997,11.8,0.00,0.76,0.17,22.2,0.76,0.17,0.00,0.00,22.6,0.00,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,Matches
1516,Josh Maja\Josh-Maja,ng NGA,FW,Bordeaux,fr Ligue 1,22-128,1998,8.9,0.22,2.13,1.01,47.4,2.13,1.01,0.11,0.22,14.5,0.00,0.00,0.00,0.35,0.35,0.16,-0.12,-0.12,Matches
1517,Josh Maja\Josh-Maja,ng NGA,FW,Fulham,eng Premier League,22-128,1998,8.1,0.37,2.22,0.86,38.9,2.22,0.86,0.11,0.29,13.8,0.00,0.12,0.12,0.58,0.48,0.22,-0.21,-0.23,Matches
1518,Radosław Majecki\Radoslaw-Majecki,pl POL,GK,Monaco,fr Ligue 1,21-169,1999,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1519,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FWMF,Strasbourg,fr Ligue 1,29-227,1991,6.1,0.16,1.48,0.33,22.2,1.47,0.33,0.00,0.00,19.0,0.00,0.16,0.16,0.26,0.15,0.10,-0.10,-0.15,Matches
1520,Marco Majouga\Marco-Majouga,fr FRA,FWMF,Nîmes,fr Ligue 1,19-360,2001,1.2,0.00,4.17,0.83,20.0,4.29,0.86,0.00,0.00,25.1,0.00,0.00,0.00,0.17,0.17,0.04,-0.17,-0.17,Matches
1521,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MF,Udinese,it Serie A,22-326,1998,4.0,0.00,0.50,0.00,0.0,0.50,0.00,0.00,,25.2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
1522,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,26-098,1995,26.4,0.04,0.53,0.15,28.6,0.53,0.15,0.07,0.25,16.2,0.00,0.00,0.00,0.07,0.07,0.13,-0.03,-0.03,Matches
1523,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,29-160,1991,13.4,0.00,0.37,0.07,20.0,0.37,0.07,0.00,0.00,7.6,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,Matches
1524,Adilson Malanda\Adilson-Malanda,fr FRA,MF,Nîmes,fr Ligue 1,19-187,2001,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1525,Filip Malbašić\Filip-Malbasic,rs SRB,FWMF,Cádiz,es La Liga,28-167,1992,7.4,0.00,1.08,0.14,12.5,1.08,0.13,0.00,0.00,16.4,0.00,0.00,0.00,0.07,0.07,0.06,-0.07,-0.07,Matches
1526,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Fiorentina,it Serie A,29-277,1991,2.3,0.00,0.87,0.00,0.0,0.87,0.00,0.00,,21.0,0.00,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches
1527,Kévin Malcuit\Kevin-Malcuit,ma MAR,MFFW,Napoli,it Serie A,29-277,1991,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1528,Daniel Maldini\Daniel-Maldini,it ITA,FWMF,Milan,it Serie A,19-205,2001,0.3,0.00,3.33,3.33,100.0,3.10,3.10,0.00,0.00,17.1,0.00,0.00,0.00,0.33,0.33,0.15,-0.33,-0.33,Matches
1529,Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,FWMF,Atalanta,it Serie A,28-000,1993,17.9,0.34,3.41,1.12,32.8,3.40,1.11,0.08,0.25,20.5,0.67,0.06,0.06,0.31,0.27,0.08,0.02,0.01,Matches
1530,Yunus Mallı\Yunus-Malli,tr TUR,MF,Wolfsburg,de Bundesliga,29-069,1992,0.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1531,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,29-316,1991,28.1,0.11,0.71,0.39,55.0,0.71,0.39,0.15,0.27,14.3,0.00,0.00,0.00,0.05,0.05,0.08,0.05,0.05,Matches
1532,Mickael Malsa\Mickael-Malsa,mq MTQ,MF,Levante,es La Liga,25-204,1995,22.8,0.04,0.96,0.26,27.3,0.97,0.26,0.05,0.17,21.0,0.00,0.00,0.00,0.07,0.07,0.07,-0.02,-0.02,Matches
1533,Dennis Man\Dennis-Man,ro ROU,FWMF,Parma,it Serie A,22-251,1998,7.8,0.26,2.44,0.77,31.6,2.45,0.77,0.11,0.33,14.9,0.00,0.00,0.00,0.27,0.27,0.11,-0.01,-0.01,Matches
1534,Hianga Mananga Mbock\Hianga-Mananga-Mbock,fr FRA,MF,Brest,fr Ligue 1,21-127,1999,5.0,0.00,0.80,0.20,25.0,0.79,0.20,0.00,0.00,22.9,0.20,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
1535,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,31-298,1989,22.7,0.00,0.31,0.13,42.9,0.31,0.13,0.00,0.00,25.9,0.00,0.00,0.00,0.00,0.00,0.02,-0.00,-0.00,Matches
1536,Gianluca Mancini\Gianluca-Mancini,it ITA,DF,Roma,it Serie A,25-017,1996,28.7,0.14,0.94,0.38,40.7,0.94,0.38,0.15,0.36,11.7,0.00,0.00,0.00,0.08,0.08,0.09,0.06,0.06,Matches
1537,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36-037,1985,34.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1538,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,27-103,1994,21.2,0.00,0.19,0.00,0.0,0.19,0.00,0.00,,22.9,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
1539,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,29-194,1991,26.6,0.11,0.34,0.26,77.8,0.34,0.26,0.33,0.43,7.7,0.00,0.00,0.00,0.09,0.09,0.25,0.03,0.03,Matches
1540,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,it Serie A,23-309,1997,4.4,0.00,2.05,0.91,44.4,2.04,0.90,0.00,0.00,22.0,0.23,0.00,0.00,0.18,0.18,0.09,-0.18,-0.18,Matches
1541,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Torino,it Serie A,23-309,1997,11.9,0.25,1.76,0.67,38.1,1.76,0.67,0.14,0.38,19.2,0.00,0.00,0.00,0.16,0.16,0.09,0.09,0.09,Matches
1542,Mario Mandžukić\Mario-Mandzukic,hr CRO,FW,Milan,it Serie A,34-348,1986,2.1,0.00,2.38,1.43,60.0,2.41,1.44,0.00,0.00,9.2,0.00,0.00,0.00,0.38,0.38,0.17,-0.38,-0.38,Matches
1543,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,29-024,1992,27.1,0.30,3.06,1.18,38.6,3.07,1.18,0.10,0.25,12.7,0.00,0.00,0.00,0.49,0.49,0.16,-0.19,-0.19,Matches
1544,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,es La Liga,30-080,1991,3.5,0.00,0.57,0.00,0.0,0.58,0.00,0.00,,7.0,0.00,0.00,0.00,0.14,0.14,0.26,-0.14,-0.14,Matches
1545,Orel Mangala\Orel-Mangala,be BEL,MF,Stuttgart,de Bundesliga,23-047,1998,23.4,0.04,1.11,0.34,30.8,1.11,0.34,0.04,0.13,20.7,0.00,0.00,0.00,0.06,0.06,0.05,-0.02,-0.02,Matches
1546,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,34-005,1987,26.9,0.11,0.82,0.19,22.7,0.82,0.19,0.00,0.00,25.4,0.11,0.11,0.11,0.12,0.04,0.05,-0.01,-0.04,Matches
1547,Vito Mannone\Vito-Mannone,it ITA,GK,Monaco,fr Ligue 1,33-063,1988,9.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1548,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Napoli,it Serie A,29-324,1991,21.5,0.00,0.33,0.09,28.6,0.33,0.09,0.00,0.00,11.3,0.00,0.00,0.00,0.03,0.03,0.10,-0.03,-0.03,Matches
1549,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,26-364,1994,9.2,0.00,0.11,0.00,0.0,0.11,0.00,0.00,,22.8,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
1550,Juan Manuel Ramos\Juan-Manuel-Ramos,uy URU,DF,Spezia,it Serie A,24-144,1996,3.0,0.00,0.33,0.00,0.0,0.33,0.00,0.00,,28.8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
1551,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,fr Ligue 1,22-079,1999,12.0,0.25,1.58,0.33,21.1,1.59,0.33,0.16,0.75,16.5,0.00,0.00,0.00,0.23,0.23,0.15,0.02,0.02,Matches
1552,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Rennes,fr Ligue 1,22-302,1998,11.1,0.00,1.89,0.63,33.3,1.90,0.63,0.00,0.00,25.9,0.36,0.00,0.00,0.05,0.05,0.02,-0.05,-0.05,Matches
1553,Sekou Mara\Sekou-Mara,fr FRA,FW,Bordeaux,fr Ligue 1,18-278,2002,1.4,0.71,2.86,2.86,100.0,2.95,2.95,0.25,0.25,15.5,0.00,0.00,0.00,0.36,0.36,0.12,0.36,0.36,Matches
1554,Maranhão\Maranhao,br BRA,FW,Valladolid,es La Liga,24-196,1996,11.4,0.26,2.37,0.88,37.0,2.37,0.88,0.11,0.30,14.2,0.00,0.00,0.00,0.26,0.26,0.11,0.00,0.00,Matches
1555,Fernando Marçal\Fernando-Marcal,br BRA,DF,Wolves,eng Premier League,32-074,1989,6.8,0.00,0.29,0.00,0.0,0.29,0.00,0.00,,25.7,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
1556,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,32-074,1989,0.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1557,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,32-357,1988,10.7,0.00,1.03,0.00,0.0,1.03,0.00,0.00,,20.5,0.00,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches
1558,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,33-349,1987,30.3,0.10,0.73,0.20,27.3,0.73,0.20,0.14,0.50,11.6,0.03,0.00,0.00,0.04,0.04,0.06,0.06,0.06,Matches
1559,Solly March\Solly-March,eng ENG,DF,Brighton,eng Premier League,26-288,1994,18.6,0.11,1.18,0.22,18.2,1.18,0.22,0.09,0.50,17.3,0.05,0.00,0.00,0.09,0.09,0.08,0.02,0.02,Matches
1560,Federico Marchetti\Federico-Marchetti,it ITA,GK,Genoa,it Serie A,38-086,1983,2.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1561,Riccardo Marchizza\Riccardo-Marchizza,it ITA,DF,Spezia,it Serie A,23-039,1998,15.3,0.00,0.46,0.00,0.0,0.46,0.00,0.00,,17.1,0.00,0.00,0.00,0.04,0.04,0.08,-0.04,-0.04,Matches
1562,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,29-078,1992,29.5,0.00,0.64,0.14,21.1,0.64,0.14,0.00,0.00,12.4,0.00,0.00,0.00,0.05,0.05,0.08,-0.05,-0.05,Matches
1563,Iván Marcone\Ivan-Marcone,ar ARG,MF,Elche,es La Liga,30-335,1990,27.6,0.00,0.07,0.00,0.0,0.07,0.00,0.00,,16.9,0.00,0.00,0.00,0.00,0.00,0.04,-0.00,-0.00,Matches
1564,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFMF,Athletic Club,es La Liga,32-020,1989,13.8,0.07,0.43,0.36,83.3,0.43,0.36,0.17,0.20,11.3,0.00,0.00,0.00,0.09,0.09,0.21,-0.02,-0.02,Matches
1565,Dario Maresic\Dario-Maresic,at AUT,DF,Reims,fr Ligue 1,21-217,1999,4.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1566,José Mari\Jose-Mari,es ESP,MF,Cádiz,es La Liga,33-149,1987,13.3,0.00,0.98,0.23,23.1,0.97,0.22,0.00,0.00,26.1,0.00,0.00,0.00,0.02,0.02,0.02,-0.02,-0.02,Matches
1567,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,eng Premier League,27-246,1993,9.0,0.00,0.22,0.00,0.0,0.22,0.00,0.00,,21.3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
1568,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,26-104,1995,18.6,0.00,0.70,0.22,30.8,0.70,0.21,0.00,0.00,12.1,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
1569,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,27-276,1993,5.3,0.19,2.83,0.57,20.0,2.84,0.57,0.07,0.33,16.3,0.00,0.00,0.00,0.28,0.28,0.10,-0.09,-0.09,Matches
1570,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,29-217,1991,13.1,0.00,0.76,0.08,10.0,0.76,0.08,0.00,0.00,21.3,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
1571,Adrián Marín\Adrian-Marin,es ESP,DFMF,Alavés,es La Liga,24-115,1997,1.0,0.00,1.00,0.00,0.0,0.97,0.00,0.00,,21.2,0.00,0.00,0.00,0.10,0.10,0.07,-0.10,-0.10,Matches
1572,Adrián Marín\Adrian-Marin,es ESP,DF,Granada,es La Liga,24-115,1997,2.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1573,Răzvan Marin\Razvan-Marin,ro ROU,MF,Cagliari,it Serie A,24-346,1996,29.4,0.10,0.88,0.34,38.5,0.89,0.34,0.12,0.30,23.3,0.00,0.00,0.00,0.04,0.04,0.05,0.06,0.06,Matches
1574,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Monaco,fr Ligue 1,26-363,1994,20.5,0.24,0.68,0.29,42.9,0.68,0.29,0.36,0.83,9.5,0.00,0.00,0.00,0.11,0.11,0.16,0.14,0.14,Matches
1575,Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,25-239,1995,18.4,0.00,0.27,0.11,40.0,0.27,0.11,0.00,0.00,8.4,0.00,0.00,0.00,0.02,0.02,0.09,-0.02,-0.02,Matches
1576,Omar Marmoush\Omar-Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,22-086,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1577,Marquinhos\Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,26-355,1994,20.6,0.10,0.63,0.34,53.8,0.63,0.34,0.15,0.29,8.7,0.00,0.00,0.00,0.06,0.06,0.10,0.04,0.04,Matches
1578,Luca Marrone\Luca-Marrone,it ITA,DF,Crotone,it Serie A,31-037,1990,15.1,0.00,0.26,0.13,50.0,0.26,0.13,0.00,0.00,7.9,0.00,0.00,0.00,0.02,0.02,0.07,-0.02,-0.02,Matches
1579,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,30-121,1991,22.3,0.49,1.70,0.76,44.7,1.70,0.76,0.24,0.53,15.0,0.00,0.09,0.18,0.39,0.26,0.15,0.10,0.15,Matches
1580,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,25-150,1995,16.4,0.24,2.62,1.28,48.8,2.61,1.28,0.09,0.19,14.1,0.00,0.00,0.00,0.40,0.40,0.15,-0.15,-0.15,Matches
1581,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,24-012,1997,2.9,0.00,0.34,0.00,0.0,0.34,0.00,0.00,,23.0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
1582,Aarón Martín\Aaron-Martin,es ESP,DF,Celta Vigo,es La Liga,24-012,1997,13.1,0.00,0.23,0.08,33.3,0.23,0.08,0.00,0.00,21.0,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
1583,Álex Martín\Alex-Martin,es ESP,DF,Cádiz,es La Liga,23-099,1998,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1584,Jonas Martin\Jonas-Martin,fr FRA,MF,Rennes,fr Ligue 1,31-025,1990,5.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1585,Martinelli\Martinelli,br BRA,FW,Arsenal,eng Premier League,19-320,2001,5.7,0.18,2.98,1.23,41.2,2.99,1.23,0.06,0.14,12.8,0.00,0.00,0.00,0.47,0.47,0.16,-0.30,-0.30,Matches
1586,Lucas Martínez Quarta\Lucas-Martinez-Quarta,ar ARG,DF,Fiorentina,it Serie A,24-359,1996,15.5,0.06,0.77,0.32,41.7,0.78,0.32,0.08,0.20,17.6,0.00,0.00,0.00,0.08,0.08,0.11,-0.02,-0.02,Matches
1587,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Aston Villa,eng Premier League,28-244,1992,33.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1588,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,29-352,1991,25.0,0.04,0.60,0.24,40.0,0.60,0.24,0.07,0.17,20.0,0.04,0.00,0.00,0.05,0.05,0.09,-0.01,-0.01,Matches
1589,Javi Martínez\Javi-Martinez,es ESP,MFFW,Osasuna,es La Liga,21-133,1999,4.3,0.23,0.47,0.23,50.0,0.47,0.23,0.50,1.00,17.3,0.00,0.00,0.00,0.09,0.09,0.18,0.14,0.14,Matches
1590,Javi Martínez\Javi-Martinez,es ESP,MFDF,Bayern Munich,de Bundesliga,32-244,1988,4.6,0.00,0.43,0.00,0.0,0.43,0.00,0.00,,9.7,0.00,0.00,0.00,0.07,0.07,0.14,-0.07,-0.07,Matches
1591,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,23-255,1997,25.6,0.59,3.98,1.37,34.3,3.99,1.37,0.15,0.43,13.8,0.00,0.00,0.00,0.54,0.54,0.14,0.05,0.05,Matches
1592,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,fr Ligue 1,32-072,1989,6.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1593,Gelson Martins\Gelson-Martins,pt POR,MFFW,Monaco,fr Ligue 1,25-358,1995,15.4,0.19,1.49,0.58,39.1,1.50,0.59,0.13,0.33,15.2,0.00,0.00,0.00,0.16,0.16,0.11,0.03,0.03,Matches
1594,Adam Marušić\Adam-Marusic,me MNE,DF,Lazio,it Serie A,28-199,1992,29.2,0.07,0.92,0.41,44.4,0.93,0.41,0.07,0.17,14.5,0.00,0.00,0.00,0.07,0.07,0.08,0.00,0.00,Matches
1595,Sylvain Marveaux\Sylvain-Marveaux,fr FRA,MFFW,Lorient,fr Ligue 1,35-019,1986,2.2,0.00,2.27,0.45,20.0,2.25,0.45,0.00,0.00,16.6,0.00,0.00,0.00,0.36,0.36,0.17,-0.36,-0.36,Matches
1596,Marvin\Marvin,es ESP,DFFW,Real Madrid,es La Liga,20-305,2000,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1597,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,28-091,1993,19.6,0.05,0.51,0.15,30.0,0.51,0.15,0.10,0.33,23.9,0.05,0.00,0.00,0.02,0.02,0.03,0.04,0.04,Matches
1598,Andrea Masiello\Andrea-Masiello,it ITA,DF,Genoa,it Serie A,35-088,1986,25.0,0.00,0.16,0.00,0.0,0.16,0.00,0.00,,17.0,0.00,0.00,0.00,0.01,0.01,0.09,-0.01,-0.01,Matches
1599,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,32-121,1989,22.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1600,Roberto Massimo\Roberto-Massimo,de GER,DFFW,Stuttgart,de Bundesliga,20-204,2000,6.4,0.00,1.72,0.31,18.2,1.72,0.31,0.00,0.00,14.9,0.00,0.00,0.00,0.19,0.19,0.11,-0.19,-0.19,Matches
1601,Giuseppe Mastinu\Giuseppe-Mastinu,it ITA,FW,Spezia,it Serie A,29-207,1991,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1602,Arthur Masuaku\Arthur-Masuaku,cd COD,DFFW,West Ham,eng Premier League,27-178,1993,11.2,0.00,0.54,0.18,33.3,0.54,0.18,0.00,0.00,21.3,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
1603,Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,es La Liga,32-192,1988,20.5,0.24,1.71,0.68,40.0,1.71,0.68,0.11,0.29,11.3,0.00,0.05,0.10,0.32,0.24,0.14,-0.07,-0.05,Matches
1604,Juan Mata\Juan-Mata,es ESP,FW,Manchester Utd,eng Premier League,33-006,1988,3.8,0.00,1.05,0.79,75.0,1.07,0.80,0.00,0.00,17.6,0.00,0.00,0.00,0.08,0.08,0.08,-0.08,-0.08,Matches
1605,Pape Matar Sarr\Pape-Matar-Sarr,sn SEN,MF,Metz,fr Ligue 1,18-232,2002,14.7,0.20,1.77,0.48,26.9,1.77,0.48,0.12,0.43,24.3,0.00,0.00,0.00,0.06,0.06,0.03,0.14,0.14,Matches
1606,Eliot Matazo\Eliot-Matazo,be BEL,MF,Monaco,fr Ligue 1,19-078,2002,2.6,0.00,0.77,0.38,50.0,0.78,0.39,0.00,0.00,10.6,0.00,0.00,0.00,0.19,0.19,0.25,-0.19,-0.19,Matches
1607,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Crystal Palace,eng Premier League,23-310,1997,2.3,0.43,1.74,0.87,50.0,1.73,0.87,0.25,0.50,11.9,0.00,0.00,0.00,0.09,0.09,0.05,0.35,0.35,Matches
1608,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,23-310,1997,11.1,0.63,2.43,1.17,48.1,2.44,1.17,0.22,0.46,11.9,0.09,0.09,0.09,0.67,0.60,0.25,-0.04,-0.06,Matches
1609,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,32-276,1988,10.2,0.00,0.59,0.29,50.0,0.59,0.29,0.00,0.00,21.1,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
1610,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,29-269,1991,7.7,0.13,0.65,0.26,40.0,0.65,0.26,0.20,0.50,6.8,0.00,0.00,0.00,0.08,0.08,0.13,0.05,0.05,Matches
1611,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,20-237,2000,2.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1612,Ryder Matos\Ryder-Matos,br BRA,MF,Udinese,it Serie A,28-066,1993,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1613,Chrislain Matsima\Chrislain-Matsima,fr FRA,DF,Monaco,fr Ligue 1,18-354,2002,3.9,0.00,1.03,0.00,0.0,1.03,0.00,0.00,,17.6,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
1614,Federico Mattiello\Federico-Mattiello,it ITA,DF,Spezia,it Serie A,25-294,1995,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1615,Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,eng Premier League,24-263,1996,26.9,0.30,2.45,0.82,33.3,2.45,0.82,0.08,0.23,14.3,0.00,0.11,0.15,0.48,0.36,0.15,-0.18,-0.18,Matches
1616,Tony Mauricio\Tony-Mauricio,fr FRA,MF,Lens,fr Ligue 1,27-043,1994,5.4,0.00,2.41,0.37,15.4,2.41,0.37,0.00,0.00,25.7,0.00,0.00,0.00,0.13,0.13,0.05,-0.13,-0.13,Matches
1617,Stephy Mavididi\Stephy-Mavididi,eng ENG,FWMF,Montpellier,fr Ligue 1,22-338,1998,19.7,0.46,1.47,0.81,55.2,1.47,0.81,0.31,0.56,12.8,0.00,0.00,0.05,0.27,0.23,0.17,0.18,0.22,Matches
1618,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,23-144,1997,15.4,0.00,1.04,0.32,31.3,1.04,0.32,0.00,0.00,9.5,0.00,0.00,0.00,0.09,0.09,0.09,-0.09,-0.09,Matches
1619,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Bayern Munich,de Bundesliga,32-042,1989,8.9,0.34,2.02,1.35,66.7,2.02,1.35,0.17,0.25,11.7,0.00,0.00,0.00,0.34,0.34,0.17,0.00,0.00,Matches
1620,Borja Mayoral\Borja-Mayoral,es ESP,FW,Real Madrid,es La Liga,24-029,1997,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
1621,Borja Mayoral\Borja-Mayoral,es ESP,FW,Roma,it Serie A,24-029,1997,15.6,0.51,2.31,0.83,36.1,2.31,0.84,0.22,0.62,14.1,0.00,0.00,0.00,0.49,0.49,0.21,0.02,0.02,Matches
1622,Youssef Maziz\Youssef-Maziz,fr FRA,MFFW,Metz,fr Ligue 1,22-314,1998,2.4,0.00,2.50,0.00,0.0,2.55,0.00,0.00,,21.0,0.00,0.00,0.00,0.17,0.17,0.07,-0.17,-0.17,Matches
1623,Antonio Mazzotta\Antonio-Mazzotta,it ITA,DF,Crotone,it Serie A,31-275,1989,0.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
