 
,,,,,,,,,Total,,,,,Short,,,Medium,,,Long,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1331,Viktor Kovalenko\Viktor-Kovalenko,ua UKR,FW,Atalanta,it Serie A,25-079,1996,0.0,2,2,100.0,27,15,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1332,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,eng Premier League,26-275,1994,10.5,28.3,40.7,69.6,490.5,235.1,13.7,17.0,80.9,10.6,15.1,69.8,3.14,6.48,48.5,0.00,0.04,-0.04,0.57,1.71,0.29,0.29,1.62,Matches
1333,Andrej Kramarić\Andrej-Kramaric,hr CRO,FWMF,Hoffenheim,de Bundesliga,29-319,1991,23.4,29.1,37.6,77.2,490.2,94.7,14.4,16.8,86.2,10.6,13.3,79.7,2.91,4.96,58.6,0.13,0.17,-0.04,1.28,1.54,1.62,0.51,2.39,Matches
1334,Christoph Kramer\Christoph-Kramer,de GER,MF,M'Gladbach,de Bundesliga,30-074,1991,21.7,50.3,58.0,86.7,856.5,242.9,24.3,26.3,92.3,20.2,22.7,89.2,4.52,6.73,67.1,0.05,0.05,-0.00,0.46,3.78,0.60,0.09,4.06,Matches
1335,Jean-Philippe Krasso\Jean-Philippe-Krasso,fr FRA,FW,Saint-Étienne,fr Ligue 1,23-291,1997,2.5,12.0,18.4,65.2,184.8,44.8,6.40,9.20,69.6,4.40,6.40,68.8,0.80,1.60,50.0,0.00,0.16,-0.16,1.20,0.80,0.80,0.00,2.00,Matches
1336,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,31-120,1990,22.5,81.9,91.4,89.5,1743.7,511.3,32.9,34.4,95.5,29.8,31.6,94.1,18.0,23.3,77.1,0.36,0.28,0.08,2.80,11.2,1.38,0.13,8.04,Matches
1337,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,eng Premier League,25-248,1995,6.1,50.5,59.8,84.4,875.1,247.7,23.0,25.6,89.7,20.8,24.1,86.4,5.08,7.21,70.5,0.00,0.05,-0.05,0.82,6.07,1.15,0.00,6.56,Matches
1338,Rade Krunić\Rade-Krunic,ba BIH,MFFW,Milan,it Serie A,27-209,1993,7.2,28.9,33.5,86.3,416.9,118.5,16.0,17.2,92.7,9.44,11.5,81.9,1.39,2.08,66.7,0.00,0.03,-0.03,0.56,2.22,0.28,0.14,2.22,Matches
1339,Max Kruse\Max-Kruse,de GER,FWMF,Union Berlin,de Bundesliga,33-046,1988,15.8,31.1,41.2,75.4,638.1,121.2,11.5,14.2,80.8,12.7,15.3,83.0,6.01,8.99,66.9,0.32,0.27,0.05,2.09,2.22,1.14,0.19,3.73,Matches
1340,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,28-247,1992,7.7,30.1,45.3,66.5,648.7,245.5,10.4,13.9,74.8,14.0,19.9,70.6,5.58,10.0,55.8,0.13,0.04,0.09,0.52,1.69,0.78,0.26,2.99,Matches
1341,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Villarreal,es La Liga,19-334,2001,3.3,30.9,42.1,73.4,495.2,138.2,15.5,19.4,79.7,12.7,15.8,80.8,2.12,5.15,41.2,0.00,0.15,-0.15,2.73,2.42,1.82,0.61,4.55,Matches
1342,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Getafe,es La Liga,19-334,2001,7.4,16.5,23.0,71.8,253.9,80.4,9.73,11.8,82.8,5.27,7.30,72.2,1.22,2.57,47.4,0.14,0.09,0.04,1.08,0.81,0.54,0.00,2.03,Matches
1343,Juraj Kucka\Juraj-Kucka,sk SVK,MFFW,Parma,it Serie A,34-067,1987,25.1,26.2,35.7,73.2,431.8,105.4,14.3,17.3,82.9,8.49,11.6,73.4,2.63,4.70,55.9,0.08,0.07,0.01,0.68,1.95,0.44,0.12,2.55,Matches
1344,Kuki\Kuki,es ESP,MF,Valladolid,es La Liga,22-364,1998,0.3,26.7,36.7,72.7,360.0,53.3,16.7,20.0,83.3,10.0,13.3,75.0,0.00,3.33,0.0,3.33,0.33,3.00,3.33,0.00,0.00,0.00,0.00,Matches
1345,Dejan Kulusevski\Dejan-Kulusevski,se SWE,MFFW,Juventus,it Serie A,21-009,2000,18.5,29.7,38.2,77.9,472.4,125.4,15.4,18.3,84.3,10.6,13.1,81.1,2.49,3.95,63.0,0.05,0.26,-0.21,2.16,1.68,1.84,0.59,3.62,Matches
1346,Marash Kumbulla\Marash-Kumbulla,al ALB,DF,Roma,it Serie A,21-085,2000,11.6,45.9,52.1,88.2,889.4,256.6,17.0,18.2,93.4,22.4,24.1,93.2,5.78,8.19,70.5,0.00,0.03,-0.03,0.26,2.41,0.00,0.00,2.59,Matches
1347,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,25-282,1995,5.7,39.3,51.6,76.2,804.2,202.1,14.6,17.0,85.6,17.9,21.6,82.9,6.49,11.2,57.8,0.00,0.16,-0.16,1.05,4.04,0.88,0.00,4.04,Matches
1348,Fabian Kunze\Fabian-Kunze,de GER,MF,Arminia,de Bundesliga,22-324,1998,13.9,31.5,40.2,78.4,579.1,135.0,12.7,15.7,81.2,14.9,17.3,85.9,3.38,5.76,58.8,0.00,0.03,-0.03,0.36,2.95,0.22,0.00,3.45,Matches
1349,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,Parma,it Serie A,32-114,1989,27.4,37.9,46.0,82.4,760.0,182.1,14.4,16.1,89.1,16.5,18.7,88.5,6.35,9.45,67.2,0.00,0.07,-0.07,0.88,3.21,1.09,0.51,3.61,Matches
1350,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,28-242,1992,13.6,59.9,68.2,87.8,929.0,301.8,32.6,34.8,93.9,22.3,25.3,88.1,3.60,5.96,60.5,0.07,0.13,-0.05,0.81,2.57,1.10,0.44,3.68,Matches
1351,Dereck Kutesa\Dereck-Kutesa,ch SUI,MFFW,Reims,fr Ligue 1,23-149,1997,6.9,12.6,19.3,65.4,191.0,42.6,6.96,8.99,77.4,5.22,7.39,70.6,0.43,1.16,37.5,0.29,0.12,0.17,1.16,0.72,0.58,0.14,1.59,Matches
1352,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,21-064,2000,1.2,18.3,30.8,59.5,296.7,29.2,10.0,14.2,70.6,4.17,6.67,62.5,2.50,5.83,42.9,0.00,0.00,0.00,0.83,0.83,0.00,0.00,0.00,Matches
1353,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,24-025,1997,8.5,50.0,61.4,81.4,806.2,314.4,26.7,29.6,90.1,17.9,23.2,77.2,3.88,5.76,67.3,0.00,0.06,-0.06,0.71,2.71,0.59,0.24,4.24,Matches
1354,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Sampdoria,it Serie A,25-059,1996,3.8,12.9,18.9,68.1,181.8,28.4,6.05,9.21,65.7,5.26,6.32,83.3,0.26,0.79,33.3,0.00,0.00,0.00,0.00,0.79,0.53,0.00,0.79,Matches
1355,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FWMF,Montpellier,fr Ligue 1,27-001,1994,33.5,16.7,25.2,66.2,249.6,67.1,9.13,12.2,74.8,6.06,8.69,69.8,0.81,2.06,39.1,0.24,0.15,0.09,1.07,1.04,0.72,0.12,2.06,Matches
1356,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,29-341,1991,20.8,19.0,24.4,77.8,283.0,56.7,10.5,13.3,79.1,6.20,7.26,85.4,1.30,2.12,61.4,0.10,0.13,-0.03,0.87,1.11,0.91,0.00,1.97,Matches
1357,Tom Lacoux\Tom-Lacoux,fr FRA,MF,Bordeaux,fr Ligue 1,19-099,2002,3.5,36.9,41.1,89.6,678.6,99.4,16.3,17.7,91.9,18.0,18.9,95.5,2.57,3.71,69.2,0.00,0.03,-0.03,0.57,1.14,0.29,0.29,1.14,Matches
1358,Maxence Lacroix\Maxence-Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,21-028,2000,25.8,50.4,60.3,83.6,1247.3,379.7,7.95,9.42,84.4,29.0,31.3,92.7,13.2,18.6,71.2,0.04,0.02,0.02,0.16,3.57,0.19,0.00,3.95,Matches
1359,Alban Lafont\Alban-Lafont,fr FRA,GK,Nantes,fr Ligue 1,22-101,1999,35.0,17.7,30.0,59.0,607.8,430.9,2.31,2.37,97.6,7.37,7.49,98.5,8.03,20.1,39.9,0.00,0.00,0.00,0.00,0.46,0.06,0.00,0.00,Matches
1360,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,31-180,1989,26.2,27.2,35.1,77.5,706.9,293.9,5.53,6.34,87.3,13.1,14.8,88.1,8.32,13.4,62.1,0.00,0.02,-0.02,0.15,1.79,0.11,0.00,1.91,Matches
1361,Stefan Lainer\Stefan-Lainer,at AUT,DF,M'Gladbach,de Bundesliga,28-250,1992,27.8,41.8,55.5,75.2,738.9,314.0,18.8,21.4,87.9,17.6,22.6,78.1,4.50,8.92,50.4,0.04,0.08,-0.04,1.12,3.31,1.08,0.54,4.96,Matches
1362,Diego Lainez\Diego-Lainez,mx MEX,FWMF,Betis,es La Liga,20-329,2000,7.9,29.6,37.6,78.8,432.0,114.1,18.2,20.8,87.8,8.23,10.4,79.3,1.77,3.54,50.0,0.13,0.11,0.01,1.52,1.77,1.14,0.51,3.04,Matches
1363,Kenny Lala\Kenny-Lala,fr FRA,DF,Strasbourg,fr Ligue 1,29-213,1991,20.4,40.8,55.2,73.8,895.3,354.6,14.6,16.7,87.1,16.4,19.9,82.5,9.46,16.7,56.6,0.10,0.20,-0.10,1.47,3.14,1.27,0.64,4.17,Matches
1364,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Brighton,eng Premier League,32-359,1988,16.5,42.6,51.1,83.4,668.5,158.4,22.1,24.8,88.8,15.7,18.4,85.2,3.21,4.73,67.9,0.06,0.17,-0.11,1.64,3.21,1.58,0.18,4.42,Matches
1365,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,eng Premier League,29-061,1992,7.7,36.8,46.8,78.6,620.6,129.9,19.5,22.6,86.2,12.2,14.7,83.2,4.42,6.75,65.4,0.00,0.12,-0.12,1.04,2.86,1.30,0.00,3.77,Matches
1366,Sam Lammers\Sam-Lammers,nl NED,FWMF,Atalanta,it Serie A,24-004,1997,2.8,28.2,37.5,75.2,378.9,72.5,19.6,24.6,79.7,7.14,9.29,76.9,0.71,1.07,66.7,0.00,0.11,-0.11,1.07,1.07,0.71,0.00,2.50,Matches
1367,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,eng Premier League,20-216,2000,9.8,39.8,51.0,78.0,647.6,174.6,21.3,23.9,89.3,14.4,19.2,75.0,3.27,5.71,57.1,0.10,0.11,-0.01,1.12,1.22,1.22,0.71,2.76,Matches
1368,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,28-364,1992,15.1,37.4,42.2,88.7,846.2,252.3,9.34,9.93,94.0,20.0,21.0,95.3,7.75,10.7,72.2,0.00,0.00,0.00,0.07,2.05,0.00,0.00,2.12,Matches
1369,Michael Langer\Michael-Langer,at AUT,GK,Schalke 04,de Bundesliga,36-118,1985,2.7,18.5,28.1,65.8,532.6,311.1,2.96,2.96,100.0,9.63,9.63,100.0,5.93,15.6,38.1,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,Matches
1370,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,eng Premier League,28-078,1993,5.8,51.0,57.9,88.1,820.3,195.2,27.1,29.7,91.3,19.5,21.2,91.9,3.10,4.83,64.3,0.17,0.16,0.02,1.90,3.45,0.69,0.00,3.10,Matches
1371,Gianluca Lapadula\Gianluca-Lapadula,pe PER,FW,Benevento,it Serie A,31-086,1990,25.1,12.4,17.5,71.2,172.2,34.9,7.45,9.80,76.0,3.71,5.06,73.2,0.48,0.76,63.2,0.08,0.12,-0.04,1.08,0.44,0.48,0.04,1.39,Matches
1372,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,26-342,1994,13.9,76.9,83.7,91.8,1583.7,449.1,23.8,25.2,94.6,41.7,43.6,95.7,11.1,14.0,79.4,0.00,0.05,-0.05,0.29,7.27,0.29,0.00,4.60,Matches
1373,Julien Laporte\Julien-Laporte,fr FRA,DF,Lorient,fr Ligue 1,27-181,1993,27.5,41.0,47.6,86.1,1015.2,305.0,8.11,8.73,92.9,21.6,23.5,91.9,11.2,15.1,74.3,0.00,0.01,-0.01,0.22,2.58,0.22,0.00,2.33,Matches
1374,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,36-359,1984,32.8,39.6,49.0,80.9,964.4,349.9,8.05,8.93,90.1,21.5,23.8,90.4,9.79,15.5,62.9,0.03,0.03,-0.00,0.15,2.50,0.12,0.00,2.90,Matches
1375,Gautier Larsonneur\Gautier-Larsonneur,fr FRA,GK,Brest,fr Ligue 1,24-070,1997,32.0,29.5,36.9,79.8,887.0,501.4,4.44,4.47,99.3,13.7,13.9,98.2,11.3,18.4,61.0,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,Matches
1376,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,28-267,1992,12.3,12.4,17.5,70.7,187.8,32.2,7.56,9.43,80.2,3.25,4.47,72.7,0.89,1.38,64.7,0.08,0.05,0.03,0.65,0.73,0.57,0.08,1.22,Matches
1377,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Hellas Verona,it Serie A,28-267,1992,13.0,12.9,17.2,75.0,175.8,22.7,8.69,9.92,87.6,2.69,4.00,67.3,0.85,1.62,52.4,0.00,0.08,-0.08,0.85,0.69,0.38,0.00,0.69,Matches
1378,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,27-174,1993,18.1,26.9,33.1,81.3,586.6,184.1,7.18,8.07,89.0,15.1,16.6,91.3,4.36,7.79,56.0,0.00,0.00,0.00,0.06,1.66,0.28,0.00,1.77,Matches
1379,Paul Lasne\Paul-Lasne,fr FRA,MF,Brest,fr Ligue 1,32-108,1989,18.7,49.0,56.8,86.2,982.7,200.4,15.9,18.0,88.4,24.3,26.5,91.9,7.54,10.4,72.7,0.00,0.03,-0.03,0.37,3.37,0.27,0.00,2.30,Matches
1380,Toni Lato\Toni-Lato,es ESP,DF,Valencia,es La Liga,23-164,1997,6.2,36.5,48.5,75.1,658.2,211.6,16.1,18.1,89.3,16.9,21.6,78.4,3.06,7.42,41.3,0.00,0.05,-0.05,0.48,2.58,0.16,0.16,2.74,Matches
1381,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,31-148,1989,18.4,26.3,37.8,69.6,504.2,145.7,10.7,13.0,82.0,11.6,15.3,75.5,3.59,7.28,49.3,0.11,0.11,-0.01,1.20,1.90,0.38,0.11,3.21,Matches
1382,Armand Lauriente\Armand-Lauriente,fr FRA,FWMF,Lorient,fr Ligue 1,22-151,1998,17.5,23.9,31.6,75.8,400.8,113.8,14.0,15.8,88.4,6.63,8.97,73.9,2.86,5.43,52.6,0.23,0.29,-0.06,2.17,1.71,1.03,0.29,1.94,Matches
1383,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Parma,it Serie A,31-328,1989,7.7,41.9,53.1,79.0,773.4,333.4,19.4,21.3,90.9,17.1,21.4,80.0,5.19,9.22,56.3,0.00,0.00,0.00,0.13,3.90,1.04,0.39,4.81,Matches
1384,Lauti\Lauti,uy URU,MFFW,Celta Vigo,es La Liga,20-084,2001,0.2,15.0,15.0,100.0,150.0,0.00,5.00,5.00,100.0,5.00,5.00,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1385,Wesley Lautoa\Wesley-Lautoa,nc NCL,MFDF,Dijon,fr Ligue 1,33-252,1987,17.9,39.1,45.9,85.3,780.9,230.2,14.0,15.8,88.7,18.3,20.5,89.1,6.37,8.38,76.0,0.00,0.01,-0.01,0.22,2.46,0.45,0.00,3.46,Matches
1386,Valentino Lazaro\Valentino-Lazaro,at AUT,DFFW,M'Gladbach,de Bundesliga,25-041,1996,12.2,32.4,42.8,75.7,533.8,151.9,17.3,20.0,86.5,11.2,15.2,73.7,3.11,5.82,53.5,0.00,0.07,-0.07,1.15,1.97,0.74,0.33,2.38,Matches
1387,Darko Lazović\Darko-Lazovic,rs SRB,DF,Hellas Verona,it Serie A,30-231,1990,23.8,36.3,50.3,72.3,615.8,248.8,18.2,21.0,86.4,14.2,20.3,70.1,3.32,6.64,50.0,0.21,0.13,0.08,1.13,2.48,1.85,0.50,5.34,Matches
1388,Manuel Lazzari\Manuel-Lazzari,it ITA,DF,Lazio,it Serie A,27-156,1993,24.4,32.0,40.2,79.6,534.5,124.8,15.1,17.3,87.4,13.1,16.1,81.0,2.58,4.63,55.8,0.20,0.14,0.07,0.94,0.90,1.15,0.74,1.07,Matches
1389,Jérémy Le Douaron\Jeremy-Le-Douaron,fr FRA,FWMF,Brest,fr Ligue 1,23-013,1998,9.0,15.1,21.4,70.5,210.4,42.1,9.33,12.0,77.8,4.22,6.11,69.1,0.78,1.44,53.8,0.22,0.06,0.17,0.89,0.67,0.56,0.11,0.89,Matches
1390,Enzo Le Fée\Enzo-Le-Fee,fr FRA,MFFW,Lorient,fr Ligue 1,21-090,2000,17.5,34.3,43.8,78.4,652.2,163.3,15.3,17.3,88.1,13.6,16.0,85.0,4.63,8.69,53.3,0.23,0.23,0.00,1.60,3.54,0.69,0.11,3.14,Matches
1391,Vincent Le Goff\Vincent-Le-Goff,fr FRA,DF,Lorient,fr Ligue 1,31-201,1989,22.6,40.4,51.1,79.2,737.2,319.5,17.3,19.4,89.3,18.8,22.7,83.2,3.94,7.43,53.0,0.00,0.10,-0.10,0.88,2.52,1.06,0.49,4.78,Matches
1392,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,eng Premier League,31-205,1989,1.4,55.7,58.6,95.1,1315.0,458.6,12.9,12.9,100.0,30.7,32.1,95.6,11.4,12.9,88.9,0.00,0.00,0.00,0.00,2.14,0.71,0.00,4.29,Matches
1393,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,24-174,1996,27.5,45.9,52.7,87.1,993.8,253.5,11.9,13.0,91.6,25.7,28.0,91.7,8.04,10.9,73.7,0.04,0.00,0.03,0.04,2.18,0.22,0.04,2.55,Matches
1394,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MFDF,Montpellier,fr Ligue 1,31-015,1990,10.8,25.8,32.4,79.7,576.8,139.4,8.70,10.6,81.7,11.0,13.2,83.2,5.65,7.59,74.4,0.00,0.01,-0.01,0.09,2.87,0.28,0.00,2.87,Matches
1395,James Lea Siliki\James-Lea-Siliki,fr FRA,MF,Rennes,fr Ligue 1,24-326,1996,2.8,43.2,55.7,77.6,861.1,161.1,16.4,21.8,75.4,18.6,21.1,88.1,7.14,11.1,64.5,0.00,0.00,0.00,0.36,5.71,1.07,0.00,5.36,Matches
1396,Rafael Leão\Rafael-Leao,pt POR,FW,Milan,it Serie A,21-328,1999,19.8,16.9,23.2,72.6,271.5,53.4,7.98,9.95,80.2,6.57,9.24,71.0,1.26,2.02,62.5,0.25,0.19,0.07,1.26,0.76,1.26,0.25,1.92,Matches
1397,Jean-Louis Leca\Jean-Louis-Leca,fr FRA,GK,Lens,fr Ligue 1,35-225,1985,33.8,19.1,28.1,67.9,587.3,421.1,4.62,4.62,100.0,6.21,6.30,98.6,7.49,16.4,45.6,0.00,0.00,-0.00,0.06,0.38,0.00,0.00,0.00,Matches
1398,Mathew Leckie\Mathew-Leckie,au AUS,FWDF,Hertha BSC,de Bundesliga,30-089,1991,3.3,33.6,43.3,77.6,640.3,145.5,15.2,18.5,82.0,14.2,16.7,85.5,3.94,6.06,65.0,0.30,0.15,0.15,1.21,1.21,1.82,0.91,3.03,Matches
1399,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Monaco,fr Ligue 1,30-008,1991,25.0,27.4,35.6,76.8,777.3,469.3,5.40,5.48,98.5,12.2,12.3,99.7,9.60,17.8,54.1,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.12,Matches
1400,Jeremías Ledesma\Jeremias-Ledesma,ar ARG,GK,Cádiz,es La Liga,28-080,1993,31.0,14.0,31.0,45.3,743.8,619.2,0.81,0.94,86.2,2.19,2.32,94.4,11.0,27.6,39.8,0.00,0.00,0.00,0.00,1.16,0.00,0.00,0.00,Matches
1401,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,27-344,1993,21.4,45.7,53.6,85.3,861.9,220.0,18.9,20.8,91.0,19.8,22.3,88.7,5.79,8.36,69.3,0.09,0.06,0.04,0.56,4.81,0.70,0.14,5.56,Matches
1402,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,34-115,1987,20.4,53.5,61.8,86.7,1020.5,333.1,20.6,22.9,90.0,25.1,27.9,89.8,7.06,8.97,78.7,0.00,0.01,-0.01,0.29,7.84,0.59,0.05,6.72,Matches
1403,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Alavés,es La Liga,29-349,1991,29.5,32.3,40.6,79.5,819.7,303.1,7.42,8.61,86.2,15.7,17.6,89.4,8.81,13.6,64.7,0.00,0.01,-0.01,0.20,1.53,0.07,0.00,1.22,Matches
1404,Iñigo Lekue\Inigo-Lekue,es ESP,DF,Athletic Club,es La Liga,28-000,1993,6.2,43.4,54.7,79.4,802.7,302.9,19.0,21.5,88.7,18.2,21.6,84.3,5.81,9.84,59.0,0.00,0.06,-0.06,0.97,1.94,1.45,0.48,4.19,Matches
1405,Thomas Lemar\Thomas-Lemar,fr FRA,MF,Atlético Madrid,es La Liga,25-173,1995,15.0,43.9,53.7,81.6,772.6,196.5,22.1,24.5,90.5,14.7,17.7,83.1,5.93,9.13,65.0,0.20,0.13,0.07,1.33,4.07,1.40,0.13,4.53,Matches
1406,Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,eng Premier League,27-245,1993,16.9,38.8,45.3,85.8,794.9,188.6,12.8,14.6,87.9,19.0,21.1,89.9,6.04,8.34,72.3,0.00,0.05,-0.05,0.59,3.14,0.83,0.06,3.02,Matches
1407,Fabien Lemoine\Fabien-Lemoine,fr FRA,MF,Lorient,fr Ligue 1,34-049,1987,18.7,58.9,68.8,85.6,1131.9,297.0,23.6,25.7,91.9,25.1,27.9,89.8,9.20,12.9,71.4,0.00,0.05,-0.05,0.70,4.55,0.59,0.21,4.97,Matches
1408,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,es La Liga,25-321,1995,24.6,77.4,83.7,92.5,1478.3,502.4,30.0,31.2,96.2,37.4,39.2,95.5,9.31,12.2,76.3,0.00,0.04,-0.04,0.28,7.68,0.65,0.08,5.00,Matches
1409,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,eng Premier League,29-061,1992,30.8,26.8,33.2,80.5,639.2,323.4,7.63,7.63,100.0,13.3,13.4,99.3,5.71,12.1,47.3,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.06,Matches
1410,Christopher Lenz\Christopher-Lenz,de GER,DF,Union Berlin,de Bundesliga,26-224,1994,22.6,39.0,53.6,72.8,741.7,304.9,16.9,19.9,85.3,16.0,20.5,78.0,5.44,10.4,52.1,0.13,0.08,0.05,0.80,2.88,1.11,0.53,4.29,Matches
1411,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,es La Liga,34-161,1986,9.9,21.3,36.4,58.6,380.9,138.0,10.1,13.1,76.9,8.08,11.7,69.0,2.73,8.79,31.0,0.20,0.22,-0.02,1.62,1.11,1.62,1.11,1.92,Matches
1412,Sergio León\Sergio-Leon,es ESP,FW,Levante,es La Liga,32-118,1989,7.8,11.7,16.5,70.5,164.5,24.1,7.05,8.59,82.1,3.85,4.74,81.1,0.51,1.41,36.4,0.00,0.04,-0.04,0.77,0.77,0.38,0.00,1.15,Matches
1413,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Genoa,it Serie A,27-296,1993,12.9,31.4,38.0,82.7,511.2,129.4,16.1,18.7,86.3,11.2,13.2,85.3,2.95,3.88,76.0,0.08,0.03,0.05,0.62,3.02,0.31,0.00,2.95,Matches
1414,Mehdi Léris\Mehdi-Leris,fr FRA,MFDF,Sampdoria,it Serie A,22-346,1998,2.6,44.2,60.0,73.7,715.4,205.8,25.0,28.5,87.8,12.7,17.3,73.3,5.38,11.5,46.7,0.00,0.08,-0.08,1.54,2.31,0.77,0.00,3.46,Matches
1415,Khanya Leshabela\Khanya-Leshabela,za RSA,MF,Leicester City,eng Premier League,21-228,1999,0.1,70.0,90.0,77.8,980.0,380.0,40.0,50.0,80.0,10.0,10.0,100.0,10.0,10.0,100.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,10.0,Matches
1416,Gaetano Letizia\Gaetano-Letizia,it ITA,DF,Benevento,it Serie A,30-309,1990,15.0,37.5,49.9,75.3,728.1,267.6,14.6,16.5,88.7,15.9,20.1,79.1,5.93,10.9,54.6,0.00,0.05,-0.05,0.67,2.13,1.20,0.67,2.73,Matches
1417,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,32-256,1988,24.3,19.8,25.9,76.2,303.0,56.3,10.9,13.5,81.3,6.13,7.61,80.5,1.65,2.30,71.4,0.25,0.12,0.13,1.03,1.11,0.95,0.16,1.85,Matches
1418,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,23-099,1998,20.3,31.2,41.0,76.2,545.0,223.9,15.1,17.1,87.9,12.0,14.9,80.5,3.45,6.85,50.4,0.05,0.08,-0.03,0.74,1.67,0.79,0.49,1.53,Matches
1419,Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Metz,fr Ligue 1,23-170,1997,11.2,13.5,17.8,75.9,202.6,30.4,8.13,9.91,82.0,3.75,5.09,73.7,1.07,1.52,70.6,0.00,0.06,-0.06,1.07,0.89,0.27,0.00,0.80,Matches
1420,Dimitri Liénard\Dimitri-Lienard,fr FRA,MF,Strasbourg,fr Ligue 1,33-080,1988,17.7,42.4,57.9,73.3,966.2,281.7,15.3,17.3,88.6,15.8,18.8,83.8,10.5,19.5,53.9,0.23,0.21,0.02,2.37,4.97,1.81,0.96,4.75,Matches
1421,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,24-297,1996,29.3,49.2,57.8,85.1,1189.7,307.0,7.82,8.91,87.7,30.1,31.9,94.2,11.1,16.2,68.8,0.00,0.01,-0.01,0.10,2.29,0.03,0.00,2.29,Matches
1422,Matthijs de Ligt\Matthijs-de-Ligt,nl NED,DF,Juventus,it Serie A,21-265,1999,21.2,67.3,72.1,93.3,1427.5,389.3,18.1,19.2,94.1,37.5,38.9,96.4,11.1,13.2,83.9,0.05,0.02,0.02,0.33,4.25,0.28,0.09,2.97,Matches
1423,Isaac Lihadji\Isaac-Lihadji,fr FRA,MFDF,Lille,fr Ligue 1,19-024,2002,2.2,34.1,49.1,69.4,599.1,211.4,19.5,21.8,89.6,10.5,16.8,62.2,3.64,6.36,57.1,0.45,0.36,0.09,1.82,4.09,0.45,0.00,4.55,Matches
