,,,,,,,,,Touches,,,,,,,Dribbles,,,,,Carries,,,,,,,,Receiving,,,,
1535,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,17.8,45.8,4.33,17.9,18.2,11.9,0.79,38.5,0.73,1.12,65.0,0.79,0.00,22.8,110.7,60.7,2.47,1.07,0.22,0.84,0.45,25.7,22.5,87.6,2.19,Matches
1536,Giacomo Manzari\Giacomo-Manzari,it ITA,FWMF,Sassuolo,it Serie A,18,2000,0.2,40.0,0.00,5.00,30.0,10.0,0.00,40.0,5.00,5.00,100.0,5.00,0.00,25.0,125.0,125.0,10.0,5.00,0.00,5.00,0.00,40.0,25.0,62.5,10.0,Matches
1537,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,fr Ligue 1,20,1999,7.5,55.3,0.67,8.40,26.5,25.3,5.47,54.8,1.60,2.93,54.5,1.87,0.00,46.3,286.0,200.1,9.87,3.07,1.87,2.00,2.93,52.9,43.3,81.9,8.67,Matches
1538,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20.0,64.2,3.45,21.9,33.1,13.9,0.65,53.8,1.40,2.60,53.8,1.50,0.05,38.1,208.6,130.3,6.60,2.15,0.30,0.80,1.45,39.7,36.2,91.2,1.30,Matches
1539,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,94.1,3.91,27.5,54.6,19.0,0.76,84.8,0.98,1.41,69.2,0.98,0.00,59.9,330.3,189.8,7.83,2.17,0.22,0.43,0.54,60.4,58.4,96.6,2.50,Matches
1540,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,84.2,3.19,16.6,40.7,32.1,3.13,75.5,0.69,0.90,76.9,0.69,0.00,57.2,277.4,173.9,9.51,2.57,0.97,1.32,0.97,65.7,60.5,92.1,4.51,Matches
1541,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,79.8,9.10,38.6,44.1,2.10,1.02,77.6,0.00,0.06,0.0,0.00,0.00,49.3,269.9,147.6,3.89,0.30,0.00,0.12,0.12,55.0,54.2,98.6,0.84,Matches
1542,Solly March\Solly-March,eng ENG,DFFW,Brighton,eng Premier League,25,1994,12.7,59.8,1.73,10.9,25.0,28.6,3.70,53.1,1.42,2.36,60.0,1.50,0.08,40.8,247.9,144.8,7.48,2.44,1.02,0.94,2.20,46.1,38.1,82.7,6.38,Matches
1543,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,21.1,76.3,11.7,34.7,45.3,2.61,1.00,74.0,0.19,0.19,100.0,0.19,0.00,56.6,367.9,236.3,5.21,0.47,0.00,0.28,0.24,61.1,60.3,98.7,0.62,Matches
1544,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFFW,Athletic Club,es La Liga,30,1989,6.0,45.8,2.17,9.67,22.0,16.5,0.50,40.3,0.33,0.67,50.0,0.33,0.00,24.5,142.2,73.5,4.00,1.33,0.00,1.00,0.50,36.2,27.3,75.6,3.67,Matches
1545,Dario Maresic\Dario-Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1.0,73.0,10.0,46.0,33.0,0.00,0.00,72.0,0.00,0.00,,0.00,0.00,48.0,349.0,210.0,2.00,0.00,0.00,0.00,0.00,55.0,55.0,100.0,0.00,Matches
1546,Miguel Marí\Miguel-Mari,es ESP,MF,Eibar,es La Liga,22,1997,0.1,50.0,0.00,0.00,40.0,10.0,0.00,50.0,0.00,0.00,,0.00,0.00,20.0,30.0,20.0,0.00,0.00,0.00,0.00,0.00,10.0,10.0,100.0,0.00,Matches
1547,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,85.4,16.2,40.0,50.0,0.77,0.00,84.6,0.00,0.00,,0.00,0.00,53.8,386.9,257.7,7.69,0.00,0.00,0.00,0.00,63.1,62.3,98.8,0.00,Matches
1548,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,53.3,7.28,29.8,25.8,1.23,0.77,50.6,0.05,0.05,100.0,0.05,0.00,30.8,148.9,82.7,1.64,0.05,0.00,0.15,0.10,32.6,31.9,98.0,0.67,Matches
1549,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,46.0,0.00,2.00,18.0,26.0,12.0,42.0,4.00,4.00,100.0,4.00,0.00,28.0,164.0,132.0,4.00,0.00,2.00,4.00,0.00,62.0,30.0,48.4,8.00,Matches
1550,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,45.4,5.00,18.8,20.4,7.20,0.30,37.4,0.06,0.18,33.3,0.12,0.00,18.8,58.6,24.5,1.07,0.36,0.00,0.30,0.18,20.6,19.6,95.4,0.36,Matches
1551,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,63.6,1.82,15.9,37.7,12.7,0.00,60.9,1.36,1.82,75.0,1.36,0.00,43.6,155.9,71.8,2.73,1.36,0.00,1.36,2.73,45.9,39.5,86.1,2.73,Matches
1552,Federico Marigosu\Federico-Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,0.3,60.0,0.00,13.3,23.3,26.7,3.33,60.0,0.00,0.00,,0.00,0.00,36.7,306.7,133.3,3.33,0.00,3.33,0.00,0.00,70.0,56.7,81.0,10.0,Matches
1553,Adrián Marín\Adrian-Marin,es ESP,DF,Alavés,es La Liga,22,1997,9.5,49.1,4.11,17.4,23.7,10.4,0.74,38.7,0.84,2.32,36.4,1.05,0.32,23.8,109.1,68.7,3.26,1.16,0.21,0.53,0.63,23.6,21.8,92.4,0.95,Matches
1554,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Alavés,es La Liga,25,1994,1.0,21.0,4.00,15.0,6.00,0.00,0.00,20.0,0.00,0.00,,0.00,0.00,8.00,32.0,15.0,0.00,0.00,0.00,0.00,0.00,5.00,5.00,100.0,0.00,Matches
1555,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,64.7,7.49,32.4,34.6,2.67,0.92,62.8,0.15,0.31,50.0,0.21,0.05,42.7,233.2,134.3,3.49,0.41,0.00,0.21,0.15,44.7,43.6,97.5,0.67,Matches
1556,Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,20.2,81.2,11.2,39.3,46.5,1.63,0.25,79.6,0.30,0.30,100.0,0.30,0.00,58.9,346.9,207.3,4.41,0.25,0.00,0.10,0.10,62.9,62.3,99.1,0.20,Matches
1557,Omar Marmoush\Omar-Marmoush,eg EGY,MFFW,Wolfsburg,de Bundesliga,20,1999,0.9,36.7,2.22,5.56,17.8,14.4,2.22,36.7,1.11,7.78,14.3,1.11,0.00,27.8,86.7,51.1,2.22,1.11,0.00,1.11,5.56,25.6,21.1,82.6,5.56,Matches
1558,Gonzalo Maroni\Gonzalo-Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,2.0,52.5,0.50,5.00,29.5,27.0,3.00,47.0,1.00,1.50,66.7,1.00,0.00,41.0,396.0,264.0,9.50,5.00,1.00,1.50,1.00,43.0,36.5,84.9,7.50,Matches
1559,Marquinhos\Marquinhos,br BRA,MFDF,Paris S-G,fr Ligue 1,25,1994,16.4,88.6,5.98,30.1,56.7,7.74,1.04,87.1,0.55,0.61,90.0,0.61,0.00,63.8,313.5,157.7,4.45,0.43,0.00,0.24,0.61,69.3,67.4,97.3,1.22,Matches
1560,Bruno Martella\Bruno-Martella,it ITA,DFMF,Brescia,it Serie A,26,1992,14.1,51.0,5.25,20.3,20.0,14.0,0.64,43.8,0.85,1.77,48.0,0.92,0.07,28.7,151.3,99.6,3.55,1.35,0.14,0.85,0.85,32.3,28.9,89.7,2.27,Matches
1561,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,28,1991,25.2,28.2,0.56,2.82,14.3,12.4,3.77,27.5,0.48,1.03,46.2,0.52,0.08,17.7,71.6,34.8,2.30,0.48,0.56,2.50,1.03,40.6,20.4,50.3,7.02,Matches
1562,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,36.8,0.62,1.75,13.7,23.7,6.44,35.9,2.19,3.56,61.5,2.26,0.07,30.5,146.6,77.8,4.62,1.37,1.16,2.26,2.33,47.9,30.7,64.1,12.6,Matches
1563,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,54.3,2.51,14.6,24.6,18.8,0.65,41.2,1.21,2.01,60.0,1.31,0.05,29.7,180.3,97.7,5.48,1.46,0.15,0.65,0.60,30.7,26.5,86.4,1.96,Matches
1564,Daniel Martín\Daniel-Martin,es ESP,GK,Betis,es La Liga,21,1998,5.9,34.1,28.5,33.6,0.51,0.00,0.00,25.9,0.00,0.00,,0.00,0.00,18.0,76.1,45.9,0.00,0.00,0.00,0.00,0.00,16.8,16.8,100.0,0.00,Matches
1565,David Martin\David-Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,27.9,24.4,27.9,0.00,0.00,0.00,15.0,0.00,0.00,,0.00,0.00,9.17,52.9,33.8,0.00,0.00,0.00,0.00,0.00,6.46,6.46,100.0,0.00,Matches
1566,Jonas Martin\Jonas-Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,71.5,4.62,20.0,43.8,11.5,2.31,67.7,0.00,0.00,,0.00,0.00,46.9,181.5,89.2,5.38,0.77,0.00,2.31,0.77,46.2,43.8,95.0,1.54,Matches
1567,Jonas Martin\Jonas-Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,79.6,1.48,17.4,51.5,14.4,1.11,72.2,1.11,1.11,100.0,1.11,0.00,56.3,245.6,118.9,6.67,1.48,0.00,1.48,2.22,58.9,55.9,95.0,1.48,Matches
1568,Josh Martin\Josh-Martin,eng ENG,FW,Norwich City,eng Premier League,17,2001,0.4,50.0,0.00,7.50,30.0,12.5,2.50,50.0,2.50,2.50,100.0,2.50,0.00,40.0,305.0,50.0,5.00,0.00,0.00,2.50,2.50,50.0,37.5,75.0,7.50,Matches
1569,Martinelli\Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,37.2,1.35,8.38,15.0,17.7,5.41,36.9,1.49,3.92,37.9,1.62,0.00,25.5,179.5,123.0,5.00,1.89,1.49,3.24,2.84,42.0,24.5,58.2,8.24,Matches
1570,Álex Martínez\Alex-Martinez,es ESP,DF,Granada,es La Liga,28,1990,0.2,50.0,0.00,5.00,20.0,35.0,0.00,30.0,0.00,0.00,,0.00,0.00,25.0,230.0,195.0,10.0,5.00,0.00,0.00,0.00,25.0,25.0,100.0,0.00,Matches
1571,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,35.8,32.0,35.8,0.00,0.00,0.00,26.3,0.00,0.00,,0.00,0.00,17.2,68.5,35.2,0.00,0.00,0.00,0.00,0.00,15.7,15.7,100.0,0.00,Matches
1572,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,28,1991,33.0,57.7,5.76,29.2,30.2,3.36,0.94,54.2,0.24,0.33,72.7,0.24,0.00,31.8,217.5,117.4,3.33,0.67,0.00,0.06,0.21,33.0,32.0,96.9,1.09,Matches
1573,Javi Martínez\Javi-Martinez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,90.0,10.0,10.0,30.0,60.0,10.0,90.0,0.00,0.00,,0.00,0.00,70.0,220.0,180.0,10.0,10.0,0.00,20.0,10.0,70.0,70.0,100.0,30.0,Matches
1574,Javi Martínez\Javi-Martinez,es ESP,DFMF,Bayern Munich,de Bundesliga,30,1988,7.5,90.0,7.07,38.7,53.3,3.33,0.40,89.1,0.40,0.53,75.0,0.40,0.00,60.3,320.4,160.0,4.80,0.67,0.00,0.13,0.00,65.5,64.1,98.0,0.80,Matches
1575,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,21,1997,27.2,36.0,0.51,2.13,13.8,22.2,8.79,35.1,1.73,3.05,56.6,1.88,0.07,24.6,97.1,62.5,3.42,0.96,0.77,3.16,2.21,44.7,26.3,58.7,13.2,Matches
1576,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26.0,51.5,6.50,31.5,23.2,1.77,0.69,49.6,0.23,0.27,85.7,0.23,0.00,29.0,204.1,123.5,1.69,0.38,0.00,0.19,0.27,29.1,28.3,97.4,0.46,Matches
1577,Pablo Martínez\Pablo-Martinez,es ESP,MFFW,Levante,es La Liga,21,1998,0.4,77.5,12.5,32.5,27.5,20.0,5.00,70.0,0.00,5.00,0.0,0.00,0.00,37.5,132.5,75.0,2.50,0.00,0.00,2.50,5.00,42.5,32.5,76.5,2.50,Matches
1578,Gelson Martins\Gelson-Martins,pt POR,DFFW,Monaco,fr Ligue 1,24,1995,18.6,54.7,1.08,9.52,25.8,24.8,4.46,50.8,3.28,5.59,58.7,3.44,0.16,44.5,319.5,195.8,10.5,2.96,1.72,1.67,1.88,48.3,37.8,78.4,6.56,Matches
1579,Adam Marušić\Adam-Marusic,me MNE,DF,Lazio,it Serie A,26,1992,10.5,47.3,2.76,14.8,16.7,18.0,2.86,40.5,0.86,1.71,50.0,1.14,0.10,29.8,122.3,59.5,2.29,0.95,0.19,0.57,1.05,31.9,28.2,88.4,3.24,Matches
1580,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,68.1,4.71,27.9,39.8,4.93,0.27,66.1,0.49,0.67,73.3,0.53,0.04,42.6,247.4,100.0,1.51,0.40,0.09,0.27,0.36,42.8,41.1,96.1,0.58,Matches
1581,Andrea Masiello\Andrea-Masiello,it ITA,DF,Genoa,it Serie A,33,1986,14.7,63.8,6.94,27.8,32.9,7.01,0.88,59.9,0.41,0.48,85.7,0.41,0.00,39.4,201.0,115.2,4.15,0.95,0.14,0.14,0.34,42.4,42.0,99.2,0.61,Matches
1582,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6.0,59.7,4.67,26.8,31.5,4.17,0.00,55.8,0.17,0.17,100.0,0.17,0.00,35.8,162.5,83.3,3.00,0.50,0.00,0.00,0.33,37.3,36.7,98.2,0.67,Matches
1583,Adam Masina\Adam-Masina,ma MAR,DF,Watford,eng Premier League,25,1994,20.2,58.7,5.05,19.4,28.1,13.3,1.04,48.2,0.54,0.89,61.1,0.54,0.00,26.5,119.2,60.9,2.28,0.59,0.10,0.54,0.64,28.1,25.9,92.1,0.99,Matches
1584,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35.0,31.6,28.7,31.5,0.11,0.03,0.00,18.7,0.00,0.00,,0.00,0.00,11.9,79.9,51.1,0.00,0.00,0.00,0.00,0.00,9.86,9.80,99.4,0.00,Matches
1585,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,eng Premier League,25,1993,10.4,71.6,5.00,23.1,37.0,16.7,1.35,63.4,2.98,3.75,79.5,2.98,0.10,47.0,263.2,161.8,6.63,2.21,0.58,0.87,2.21,44.5,40.8,91.6,2.12,Matches
1586,Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,es La Liga,30,1988,30.5,37.2,0.52,2.33,16.2,20.0,4.56,36.8,0.59,1.21,48.6,0.75,0.03,22.7,75.1,27.8,1.61,0.52,0.39,2.98,1.77,53.5,28.7,53.7,12.5,Matches
1587,Juan Mata\Juan-Mata,es ESP,MFFW,Manchester Utd,eng Premier League,31,1988,8.4,70.1,0.36,4.29,38.1,31.7,3.93,66.7,0.60,1.43,41.7,0.83,0.00,54.6,255.0,126.3,7.86,2.26,0.60,1.19,1.43,72.0,58.2,80.8,8.69,Matches
1588,Aleš Matějů\Ales-Mateju,cz CZE,DF,Brescia,it Serie A,23,1996,28.3,50.8,7.84,27.4,20.5,6.18,0.60,45.8,0.64,0.67,94.7,0.64,0.00,28.0,188.3,92.6,2.37,0.49,0.04,0.35,0.35,28.4,26.9,94.4,0.74,Matches
1589,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,22,1997,11.7,30.3,1.20,2.14,15.0,14.8,5.47,28.2,1.62,2.65,61.3,1.71,0.17,19.2,69.1,28.9,1.88,0.34,0.60,3.76,1.97,42.0,21.8,51.9,10.2,Matches
1590,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,17.6,80.5,3.12,22.2,51.3,14.0,0.51,78.9,1.31,1.65,79.3,1.36,0.00,56.9,339.4,199.8,8.81,2.50,0.11,0.57,1.36,59.8,57.6,96.3,1.02,Matches
1591,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,27,1991,7.8,80.3,6.28,35.6,46.3,4.10,1.03,78.2,0.26,0.26,100.0,0.26,0.00,51.0,315.9,222.2,8.59,1.79,0.00,0.13,0.26,52.8,52.3,99.0,0.64,Matches
1592,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,18,2000,12.9,32.6,0.08,2.79,11.6,21.4,4.34,31.9,2.48,4.81,51.6,2.56,0.08,25.9,127.8,75.0,3.57,0.78,1.09,3.64,2.64,41.8,23.6,56.6,8.22,Matches
1593,Alessandro Matri\Alessandro-Matri,it ITA,FWMF,Brescia,it Serie A,34,1984,1.0,50.0,1.00,2.00,20.0,30.0,11.0,46.0,2.00,5.00,40.0,3.00,0.00,34.0,37.0,8.00,0.00,0.00,0.00,1.00,8.00,72.0,41.0,56.9,15.0,Matches
1594,Federico Mattiello\Federico-Mattiello,it ITA,DF,Cagliari,it Serie A,24,1995,10.3,53.3,4.08,16.7,24.4,16.7,1.17,49.0,0.97,1.55,62.5,1.07,0.00,34.6,230.7,138.9,6.12,2.14,0.39,0.58,1.17,35.2,31.3,88.7,2.91,Matches
1595,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Juventus,it Serie A,32,1987,24.9,55.2,1.12,8.55,31.6,17.1,2.01,53.6,0.52,1.12,46.4,0.64,0.08,36.3,128.8,49.9,2.13,0.72,0.20,1.20,1.29,47.6,40.8,85.8,4.62,Matches
1596,Neal Maupay\Neal-Maupay,fr FRA,FW,Brighton,eng Premier League,22,1996,30.7,34.6,0.52,2.57,14.5,19.4,6.19,32.5,1.11,2.28,48.6,1.17,0.03,25.2,124.6,60.7,3.81,0.94,0.68,1.86,2.28,46.9,24.9,53.0,10.9,Matches
1597,Stephy Mavididi\Stephy-Mavididi,eng ENG,FWMF,Dijon,fr Ligue 1,21,1998,15.5,37.5,0.65,6.26,19.9,15.7,3.55,37.0,2.52,4.90,51.3,2.97,0.13,30.5,160.8,91.0,4.52,1.81,0.84,2.90,3.16,41.6,26.9,64.7,7.03,Matches
1598,Philipp Max\Philipp-Max,de GER,DF,Augsburg,de Bundesliga,25,1993,30.1,55.8,2.36,16.8,25.8,17.1,1.10,41.1,0.27,0.33,80.0,0.27,0.00,27.7,158.7,85.5,3.42,1.50,0.17,0.93,0.56,32.1,26.8,83.7,2.33,Matches
1599,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Paris S-G,fr Ligue 1,30,1989,5.0,36.0,0.60,3.00,12.6,22.4,6.20,35.2,2.40,3.60,66.7,2.60,0.40,24.6,90.6,46.8,2.40,0.80,0.40,2.20,2.80,41.2,27.0,65.5,12.6,Matches
1600,Alexandru Maxim\Alexandru-Maxim,ro ROU,MF,Mainz 05,de Bundesliga,29,1990,1.3,77.7,0.00,9.23,36.9,37.7,5.38,64.6,4.62,6.15,75.0,4.62,0.00,50.8,263.8,133.1,8.46,4.62,1.54,3.08,3.08,56.2,46.9,83.6,9.23,Matches
1601,Kévin Mayi\Kevin-Mayi,ga GAB,FW,Brest,fr Ligue 1,26,1993,0.0,1,0,0,0,1,0,1,0,1,0.0,0,0,1,0,0,0,0,0,0,0,1,1,100.0,1,Matches
1602,Borja Mayoral\Borja-Mayoral,es ESP,FW,Levante,es La Liga,22,1997,23.8,32.9,0.71,2.86,17.8,14.5,3.66,31.8,1.26,2.39,52.6,1.34,0.08,24.7,109.5,47.1,2.94,1.01,0.55,1.47,2.10,41.2,25.4,61.6,9.16,Matches
1603,Luca Mazzitelli\Luca-Mazzitelli,it ITA,MF,Sassuolo,it Serie A,23,1995,0.1,310.0,0.00,10.0,270.0,50.0,0.00,310.0,0.00,0.00,,0.00,0.00,210.0,820.0,470.0,30.0,10.0,0.00,0.00,0.00,270.0,230.0,85.2,0.00,Matches
1604,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,24,1995,18.8,64.7,3.99,17.3,30.0,21.4,2.13,52.7,2.77,4.26,65.0,2.93,0.16,35.5,172.6,102.2,5.00,2.02,0.59,1.54,1.44,36.8,32.0,86.8,4.10,Matches
1605,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,20,1998,16.8,55.8,0.12,1.43,20.5,38.5,12.4,53.8,3.51,6.85,51.3,4.17,0.24,46.3,246.8,170.4,10.2,2.50,2.80,2.62,2.56,61.9,48.4,78.2,15.7,Matches
1606,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,24,1994,16.7,59.4,4.79,22.8,29.3,10.7,0.66,49.9,0.66,0.90,73.3,0.72,0.06,34.5,174.6,83.8,2.81,0.66,0.00,0.42,0.54,36.7,34.4,93.8,0.90,Matches
1607,Loïc Mbe Soh\Loic-Mbe-Soh,fr FRA,DF,Paris S-G,fr Ligue 1,18,2001,0.6,138.3,1.67,28.3,80.0,40.0,0.00,131.7,0.00,1.67,0.0,0.00,0.00,96.7,225.0,110.0,8.33,6.67,0.00,1.67,0.00,118.3,115.0,97.2,6.67,Matches
1608,Isaac Mbenza\Isaac-Mbenza,be BEL,FW,Amiens,fr Ligue 1,23,1996,0.9,53.3,1.11,7.78,25.6,25.6,5.56,46.7,1.11,4.44,25.0,1.11,0.00,42.2,247.8,164.4,6.67,1.11,1.11,0.00,2.22,43.3,40.0,92.3,6.67,Matches
1609,Nathanael Mbuku\Nathanael-Mbuku,fr FRA,MFFW,Reims,fr Ligue 1,17,2002,4.4,41.6,0.00,6.82,20.7,17.0,4.09,40.2,3.18,5.45,58.3,3.18,0.00,33.4,166.8,96.1,5.45,1.14,0.68,1.36,2.50,39.8,30.7,77.1,6.82,Matches
1610,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,eng Premier League,31,1987,34.3,56.4,3.18,14.0,30.3,15.1,3.03,54.5,0.93,1.43,65.3,0.96,0.03,36.4,176.4,84.8,3.94,1.20,0.50,1.22,1.28,39.3,34.3,87.5,4.78,Matches
1611,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,23,1996,23.5,39.7,2.13,4.85,17.2,19.6,4.85,39.0,1.06,1.87,56.8,1.11,0.04,18.6,78.8,38.5,2.26,0.77,0.34,2.21,1.79,51.5,27.1,52.5,8.89,Matches
1612,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28.0,32.0,25.4,31.9,0.21,0.00,0.00,22.0,0.07,0.07,100.0,0.07,0.00,14.0,68.4,37.8,0.00,0.00,0.00,0.04,0.00,12.6,12.6,99.7,0.00,Matches
1613,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,28,1990,18.7,54.4,1.87,12.7,33.3,11.0,0.80,50.7,0.32,0.59,54.5,0.48,0.11,27.6,123.3,44.4,1.76,0.86,0.05,0.59,0.80,32.4,28.8,88.9,1.82,Matches
1614,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,eng Premier League,24,1994,25.7,43.0,1.67,8.37,20.7,17.1,2.92,40.5,2.06,2.68,76.8,2.14,0.00,29.9,166.2,89.1,4.24,1.13,0.39,1.44,2.22,32.1,26.6,82.8,5.14,Matches
1615,David McGoldrick\David-McGoldrick,ie IRL,FW,Sheffield Utd,eng Premier League,31,1987,20.2,44.3,1.24,4.70,20.7,21.0,3.27,43.6,1.53,2.33,66.0,1.68,0.10,28.0,124.1,49.4,2.67,0.69,0.35,2.82,1.53,53.9,32.5,60.4,9.90,Matches
1616,Michael McGovern\Michael-McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,1.8,31.7,28.9,31.7,0.00,0.00,0.00,21.1,0.00,0.00,,0.00,0.00,12.2,52.2,26.1,0.00,0.00,0.00,0.00,0.00,11.1,11.1,100.0,0.00,Matches
1617,Weston McKennie\Weston-McKennie,us USA,MFDF,Schalke 04,de Bundesliga,20,1998,23.0,58.5,3.39,17.7,32.0,13.2,2.17,56.8,1.13,1.91,59.1,1.22,0.00,35.2,180.0,98.6,3.43,1.13,0.09,1.22,1.04,43.0,36.6,85.1,4.87,Matches
1618,Kenny McLean\Kenny-McLean,sco SCO,MF,Norwich City,eng Premier League,27,1992,33.0,61.5,3.27,17.2,34.5,13.8,0.82,59.1,1.03,1.48,69.4,1.09,0.15,39.7,199.9,99.9,4.18,1.27,0.15,1.21,1.15,49.2,42.5,86.4,3.00,Matches
1619,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,eng Premier League,19,1999,37.1,45.8,1.35,7.87,23.2,20.1,1.37,42.5,2.16,3.64,59.3,2.26,0.16,34.4,242.4,121.3,5.90,2.26,0.27,1.05,2.18,33.3,28.0,83.9,2.78,Matches
1620,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,eng Premier League,22,1996,19.7,65.4,3.50,16.4,39.7,13.1,1.17,64.4,1.57,2.39,66.0,1.78,0.25,46.2,228.2,109.7,4.26,1.37,0.05,1.22,1.62,46.4,43.1,92.9,2.03,Matches
1621,Biagio Meccariello\Biagio-Meccariello,it ITA,DF,Lecce,it Serie A,28,1991,8.5,57.6,6.94,29.5,23.5,7.53,1.29,52.7,0.71,0.94,75.0,0.71,0.12,33.8,167.8,92.5,2.59,0.59,0.35,0.24,0.12,36.6,34.4,93.9,0.94,Matches
1622,Gary Medel\Gary-Medel,cl CHI,MF,Bologna,it Serie A,31,1987,19.8,63.4,4.29,19.1,39.8,7.47,0.10,60.9,0.61,0.76,80.0,0.66,0.00,39.0,178.3,92.3,3.18,0.61,0.05,0.35,0.45,42.5,40.1,94.4,0.66,Matches
1623,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,29,1989,32.0,50.3,7.38,26.8,23.9,1.69,1.19,48.5,0.19,0.22,85.7,0.19,0.03,24.2,100.6,41.1,0.59,0.03,0.00,0.19,0.09,25.5,24.5,96.3,1.06,Matches
1624,Joshua Mees\Joshua-Mees,de GER,MFFW,Union Berlin,de Bundesliga,23,1996,3.6,33.9,0.56,8.06,12.8,14.7,3.89,33.6,0.00,0.83,0.0,0.00,0.00,19.4,80.0,44.4,2.22,0.83,0.28,2.22,0.83,36.4,21.1,58.0,7.22,Matches
1625,Admir Mehmedi\Admir-Mehmedi,ch SUI,MFFW,Wolfsburg,de Bundesliga,28,1991,13.3,53.5,0.30,5.49,27.2,23.6,3.08,49.5,0.53,0.98,53.8,0.60,0.00,34.7,153.2,64.9,3.68,1.05,0.45,1.95,1.80,55.0,38.6,70.3,11.1,Matches
1626,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Torino,it Serie A,25,1994,24.5,49.5,2.49,10.9,28.6,14.0,1.51,48.8,2.57,3.63,70.8,2.69,0.04,34.9,197.9,115.8,5.43,1.76,0.20,1.59,1.06,37.2,32.7,87.8,3.84,Matches
