,,,,,,,,,Touches,,,,,,,Dribbles,,,,,Carries,,,,,,,,Receiving,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
2571,Cengiz Ünder\Cengiz-Under,tr TUR,MFFW,Leicester City,eng Premier League,23-294,1997,3.1,57.1,0.65,4.52,21.6,35.2,3.23,53.9,3.87,6.45,60.0,4.19,0.32,48.7,328.4,151.0,9.68,1.94,0.65,3.23,2.90,56.1,43.2,77.0,11.9,Matches
2572,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,22-189,1998,23.6,95.3,9.41,40.9,57.7,3.31,0.93,93.6,0.34,0.55,61.5,0.34,0.00,70.6,442.0,226.0,6.02,0.72,0.04,0.55,0.38,70.4,69.2,98.3,0.42,Matches
2573,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,de Bundesliga,29-253,1991,15.2,46.8,0.86,7.43,24.9,17.7,2.76,42.0,1.12,2.70,41.5,1.32,0.13,31.1,158.6,68.8,3.82,0.99,0.26,2.50,1.64,42.8,32.2,75.1,5.39,Matches
2574,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,es La Liga,32-036,1989,4.0,31.3,29.5,31.3,0.00,0.00,0.00,26.3,0.00,0.00,,0.00,0.00,18.5,54.8,28.5,0.00,0.00,0.00,0.00,0.00,18.8,18.8,100.0,0.00,Matches
2575,Eugeni Valderrama\Eugeni-Valderrama,es ESP,FWMF,Huesca,es La Liga,26-289,1994,1.3,71.5,3.08,18.5,46.9,10.8,0.00,64.6,0.77,1.54,50.0,0.77,0.00,50.0,233.1,99.2,3.08,0.00,0.00,0.00,0.77,51.5,50.0,97.0,0.77,Matches
2576,Lautaro Valenti\Lautaro-Valenti,ar ARG,DF,Parma,it Serie A,22-110,1999,2.7,71.9,11.5,42.6,30.4,3.33,0.37,68.9,0.74,0.74,100.0,0.74,0.00,43.3,263.3,141.5,4.07,1.11,0.00,0.00,0.00,50.7,50.0,98.5,0.00,Matches
2577,Borja Valero\Borja-Valero,es ESP,MFFW,Fiorentina,it Serie A,36-112,1985,5.0,64.4,2.40,12.8,37.6,16.8,1.20,62.4,1.20,2.20,54.5,1.40,0.20,46.2,263.4,118.4,5.20,0.60,0.00,1.40,2.00,56.6,46.8,82.7,2.80,Matches
2578,Yan Valery\Yan-Valery,fr FRA,DFMF,Southampton,eng Premier League,22-071,1999,1.1,85.5,3.64,31.8,31.8,25.5,1.82,70.9,0.91,3.64,25.0,0.91,0.00,45.5,260.9,146.4,7.27,0.91,0.91,2.73,5.45,52.7,42.7,81.0,4.55,Matches
2579,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,es La Liga,24-119,1997,14.5,42.1,6.69,23.9,18.5,1.79,0.34,40.3,0.28,0.28,100.0,0.28,0.07,21.6,118.1,67.8,1.52,0.14,0.00,0.34,0.00,24.1,23.0,95.4,0.07,Matches
2580,Manu Vallejo\Manu-Vallejo,es ESP,FW,Valencia,es La Liga,24-079,1997,9.6,38.8,0.10,3.02,17.6,21.0,4.58,36.5,0.83,2.40,34.8,0.94,0.10,24.6,120.3,70.1,3.85,1.15,0.73,2.81,2.29,47.3,26.5,55.9,7.50,Matches
2581,Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,es La Liga,22-286,1998,11.1,60.7,0.63,8.38,33.4,24.2,2.34,60.1,1.62,2.16,75.0,1.80,0.00,44.7,261.5,149.8,6.76,2.34,0.36,0.63,0.72,53.4,47.1,88.2,4.41,Matches
2582,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,es La Liga,28-009,1993,29.2,66.0,9.59,34.9,34.0,2.33,0.82,64.4,0.24,0.34,70.0,0.27,0.00,43.8,309.2,144.8,3.18,0.55,0.00,0.17,0.10,48.4,47.2,97.5,0.21,Matches
2583,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,eng Premier League,34-113,1987,27.7,23.0,1.01,1.99,8.66,13.6,5.70,21.7,0.97,1.62,60.0,1.19,0.18,13.3,74.7,39.0,2.20,0.54,1.08,2.06,0.65,40.3,16.2,40.3,7.47,Matches
2584,Ruben Vargas\Ruben-Vargas,ch SUI,MFFW,Augsburg,de Bundesliga,22-272,1998,17.0,47.2,1.29,9.53,23.5,19.4,3.71,45.9,2.24,4.65,48.1,2.41,0.24,33.7,203.5,103.0,4.82,2.29,0.65,2.00,2.06,45.8,30.3,66.2,5.47,Matches
2585,Denis Vavro\Denis-Vavro,sk SVK,DF,Lazio,it Serie A,25-024,1996,0.4,55.0,12.5,30.0,27.5,0.00,0.00,55.0,0.00,0.00,,0.00,0.00,32.5,232.5,122.5,5.00,0.00,0.00,0.00,0.00,32.5,32.5,100.0,0.00,Matches
2586,Denis Vavro\Denis-Vavro,sk SVK,DF,Huesca,es La Liga,25-024,1996,4.5,53.6,5.11,28.2,25.3,3.78,0.44,52.2,0.22,0.44,50.0,0.22,0.00,29.1,150.2,75.8,3.11,0.44,0.00,0.22,0.22,33.3,32.0,96.0,0.22,Matches
2587,Franco Vázquez\Franco-Vazquez,ar ARG,FWMF,Sevilla,es La Liga,32-071,1989,1.1,85.5,2.73,11.8,44.5,31.8,3.64,84.5,0.00,0.91,0.0,0.00,0.00,56.4,148.2,46.4,1.82,0.91,0.00,0.91,3.64,74.5,63.6,85.4,4.55,Matches
2588,Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,es La Liga,28-042,1993,3.0,78.7,2.67,29.0,36.0,17.0,0.33,64.3,0.33,1.33,25.0,0.33,0.00,38.7,136.7,53.3,2.00,0.33,0.33,0.67,0.33,40.0,39.0,97.5,0.67,Matches
2589,Lucas Vázquez\Lucas-Vazquez,es ESP,DFFW,Real Madrid,es La Liga,29-307,1991,20.5,82.0,2.63,20.7,35.0,30.6,3.76,75.8,1.41,2.15,65.9,1.41,0.00,59.5,271.6,153.8,6.93,1.51,0.83,1.85,1.12,70.0,61.1,87.4,5.27,Matches
2590,Matías Vecino\Matias-Vecino,uy URU,MF,Inter,it Serie A,29-253,1991,0.4,42.5,5.00,10.0,25.0,7.50,0.00,42.5,0.00,0.00,,0.00,0.00,25.0,65.0,45.0,5.00,0.00,0.00,5.00,2.50,35.0,27.5,78.6,2.50,Matches
2591,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,es La Liga,25-219,1995,1.0,32.0,27.0,32.0,0.00,0.00,0.00,18.0,0.00,0.00,,0.00,0.00,9.00,48.0,18.0,0.00,0.00,0.00,0.00,0.00,6.00,6.00,100.0,0.00,Matches
2592,Gabriel Veiga\Gabriel-Veiga,es ESP,MFDF,Celta Vigo,es La Liga,18-342,2002,1.3,36.9,0.00,8.46,17.7,13.1,1.54,36.9,0.77,0.77,100.0,0.77,0.00,23.1,123.1,90.8,3.85,1.54,0.00,3.08,1.54,36.9,25.4,68.8,6.15,Matches
2593,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,de Bundesliga,25-220,1995,18.1,55.8,7.85,31.3,25.1,1.88,0.39,53.5,0.00,0.00,,0.00,0.00,30.2,130.7,72.4,1.55,0.06,0.00,0.11,0.11,34.9,33.9,97.0,0.11,Matches
2594,Miguel Veloso\Miguel-Veloso,pt POR,MF,Hellas Verona,it Serie A,34-358,1986,14.2,66.9,3.03,15.2,43.1,13.0,0.49,63.3,0.85,1.13,75.0,0.92,0.14,40.9,227.7,111.8,3.38,1.13,0.07,0.42,0.77,43.8,41.0,93.6,0.99,Matches
2595,Joël Veltman\Joel-Veltman,nl NED,DF,Brighton,eng Premier League,29-109,1992,25.3,69.8,4.07,22.6,33.0,18.3,1.46,60.7,0.83,1.30,63.6,0.91,0.08,40.0,201.9,104.8,4.07,1.46,0.20,0.32,0.67,43.2,40.1,92.9,1.38,Matches
2596,Unai Vencedor Paris\Unai-Vencedor-Paris,es ESP,MF,Athletic Club,es La Liga,20-170,2000,16.5,55.0,2.12,12.4,37.0,8.06,0.36,53.6,0.36,0.42,85.7,0.42,0.00,35.2,157.0,64.2,2.48,0.36,0.00,0.48,0.48,38.4,36.2,94.3,0.97,Matches
2597,Lorenzo Venuti\Lorenzo-Venuti,it ITA,DF,Fiorentina,it Serie A,26-022,1995,16.6,50.4,1.81,11.9,22.2,18.9,1.27,43.3,0.18,0.60,30.0,0.18,0.00,31.1,138.0,79.8,3.73,1.08,0.24,0.72,1.39,35.3,31.0,87.7,2.41,Matches
2598,Daniele Verde\Daniele-Verde,it ITA,FW,Spezia,it Serie A,24-318,1996,9.6,47.5,0.94,4.79,19.4,26.6,5.42,44.2,0.94,1.56,60.0,0.94,0.10,35.1,213.1,96.5,7.71,1.15,1.46,1.15,1.15,45.5,35.3,77.6,5.63,Matches
2599,Simone Verdi\Simone-Verdi,it ITA,MFFW,Torino,it Serie A,28-296,1992,15.8,51.3,0.51,6.46,22.5,26.3,2.34,41.5,1.71,2.91,58.7,1.90,0.00,32.1,195.8,98.0,5.00,1.84,0.57,1.33,2.15,41.9,31.5,75.1,4.37,Matches
2600,Gonzalo Verdú\Gonzalo-Verdu,es ESP,DF,Elche,es La Liga,32-195,1988,30.0,57.0,10.2,36.0,22.8,1.00,0.50,54.4,0.33,0.37,90.9,0.33,0.03,33.2,180.0,92.8,1.53,0.03,0.00,0.13,0.17,37.9,37.0,97.8,0.03,Matches
2601,Jordan Veretout\Jordan-Veretout,fr FRA,MF,Roma,it Serie A,28-064,1993,22.8,64.6,1.54,12.1,40.2,16.8,1.75,60.2,0.57,0.96,59.1,0.61,0.00,45.1,248.0,132.7,5.61,1.32,0.48,0.66,0.66,53.8,48.7,90.5,2.68,Matches
2602,Edoardo Vergani\Edoardo-Vergani,it ITA,FW,Bologna,it Serie A,20-087,2001,0.1,30.0,0.00,0.00,20.0,10.0,0.00,30.0,0.00,0.00,,0.00,0.00,30.0,10.0,0.00,0.00,0.00,0.00,10.0,0.00,30.0,30.0,100.0,10.0,Matches
2603,Marco Verratti\Marco-Verratti,it ITA,MF,Paris S-G,fr Ligue 1,28-180,1992,16.6,119.7,2.35,17.9,77.5,33.0,2.83,117.7,2.17,2.71,80.0,2.23,0.12,95.7,423.3,237.3,11.9,3.43,0.60,0.78,2.35,105.6,99.7,94.4,4.28,Matches
2604,Valerio Verre\Valerio-Verre,it ITA,MF,Sampdoria,it Serie A,27-113,1994,9.5,62.3,0.84,7.58,32.5,26.5,2.53,60.4,1.58,2.74,57.7,1.79,0.00,46.2,231.1,133.6,5.58,2.42,0.11,3.79,2.11,64.6,47.3,73.1,9.16,Matches
2605,Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,es La Liga,27-348,1993,16.4,57.7,2.56,12.5,38.3,10.1,1.40,57.3,0.37,0.49,75.0,0.43,0.00,34.6,179.3,82.6,3.54,0.98,0.30,0.61,0.79,40.9,37.3,91.1,1.65,Matches
2606,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,eng Premier League,28-274,1992,23.6,70.4,8.94,36.4,34.5,3.94,1.69,69.1,0.47,0.64,73.3,0.47,0.00,40.9,230.3,123.1,4.03,0.68,0.00,0.30,0.21,47.8,46.6,97.4,0.17,Matches
2607,Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,es La Liga,27-009,1994,23.8,62.4,9.87,35.3,28.6,3.66,0.59,59.1,0.25,0.42,60.0,0.25,0.00,37.2,260.3,143.1,3.57,0.88,0.00,0.08,0.34,39.1,38.4,98.3,0.21,Matches
2608,Guglielmo Vicario\Guglielmo-Vicario,it ITA,GK,Cagliari,it Serie A,24-209,1996,4.0,30.0,27.3,30.0,0.00,0.00,0.00,20.3,0.00,0.00,,0.00,0.00,12.3,58.0,33.3,0.00,0.00,0.00,0.00,0.00,10.5,10.5,100.0,0.00,Matches
2609,Iñigo Vicente\Inigo-Vicente,es ESP,FW,Athletic Club,es La Liga,23-118,1998,0.4,117.5,0.00,5.00,30.0,92.5,2.50,110.0,10.0,10.0,100.0,10.0,2.50,97.5,337.5,207.5,12.5,5.00,2.50,0.00,0.00,85.0,82.5,97.1,12.5,Matches
2610,Fede Vico\Fede-Vico,es ESP,MFFW,Granada,es La Liga,26-304,1994,5.7,50.0,1.05,7.89,25.4,20.5,1.75,47.5,2.11,3.33,63.2,2.28,0.00,36.7,226.8,124.0,7.37,2.28,0.88,1.58,1.93,44.0,32.6,74.1,6.32,Matches
2611,Aleix Vidal\Aleix-Vidal,es ESP,DF,Sevilla,es La Liga,31-256,1989,5.6,87.5,1.96,20.5,43.9,27.9,1.61,76.8,0.71,1.07,66.7,0.71,0.00,54.3,251.3,142.1,5.36,1.61,0.54,0.71,1.25,63.4,58.4,92.1,3.04,Matches
2612,Arturo Vidal\Arturo-Vidal,cl CHI,MF,Inter,it Serie A,33-347,1987,12.6,69.7,1.98,17.3,39.7,17.7,2.78,69.0,0.40,0.56,71.4,0.40,0.00,44.1,202.5,120.5,5.00,1.43,0.32,0.63,0.48,55.6,50.1,90.1,2.86,Matches
2613,Clément Vidal\Clement-Vidal,fr FRA,DF,Montpellier,fr Ligue 1,20-320,2000,1.0,44.0,10.0,30.0,20.0,0.00,0.00,44.0,0.00,0.00,,0.00,0.00,25.0,193.0,61.0,0.00,0.00,0.00,0.00,0.00,26.0,26.0,100.0,0.00,Matches
2614,Nacho Vidal\Nacho-Vidal,es ESP,DF,Osasuna,es La Liga,26-100,1995,23.9,50.1,4.31,17.4,23.6,11.6,0.84,42.1,0.50,1.13,44.4,0.54,0.04,23.1,112.1,54.9,1.80,1.13,0.04,0.63,0.63,26.0,22.2,85.3,1.42,Matches
2615,Ronaldo Vieira\Ronaldo-Vieira,gw GNB,MF,Hellas Verona,it Serie A,22-289,1998,2.5,57.2,2.80,9.60,36.8,14.4,0.80,55.6,0.80,0.80,100.0,0.80,0.00,35.6,156.0,66.4,2.80,2.80,0.00,0.40,0.80,38.0,34.4,90.5,1.20,Matches
2616,Luca Vignali\Luca-Vignali,it ITA,DF,Spezia,it Serie A,25-113,1996,15.7,76.1,2.93,26.6,36.6,17.9,0.96,66.2,0.19,0.51,37.5,0.19,0.00,42.9,220.6,109.9,4.39,1.08,0.06,1.02,0.51,52.1,48.7,93.4,1.72,Matches
2617,Emanuel Vignato\Emanuel-Vignato,it ITA,FWMF,Bologna,it Serie A,20-253,2000,10.6,63.7,1.89,11.1,29.3,27.8,2.74,58.2,1.60,2.45,65.4,1.60,0.00,46.4,273.6,147.6,6.98,2.26,1.13,1.13,1.32,53.8,44.2,82.3,3.21,Matches
2618,Toni Villa\Toni-Villa,es ESP,MFFW,Valladolid,es La Liga,26-117,1995,8.8,52.7,0.34,5.68,27.3,23.9,3.07,50.7,1.48,4.32,34.2,2.16,0.23,37.8,186.2,114.7,6.59,2.05,1.14,1.48,2.50,47.7,38.0,79.5,5.00,Matches
2619,Asier Villalibre\Asier-Villalibre,es ESP,FW,Athletic Club,es La Liga,23-216,1997,14.7,26.1,0.82,1.56,12.5,13.3,4.49,25.6,0.41,0.68,60.0,0.41,0.07,15.4,77.5,43.3,2.52,0.68,0.68,2.52,1.22,44.0,20.8,47.3,7.48,Matches
2620,Gonzalo Villar\Gonzalo-Villar,es ESP,MF,Roma,it Serie A,23-042,1998,19.9,71.6,1.51,15.7,47.4,13.9,0.95,70.1,1.61,2.16,74.4,1.66,0.00,55.8,284.9,148.4,5.98,1.81,0.40,0.80,0.80,57.4,54.1,94.2,1.81,Matches
2621,Iván Villar\Ivan-Villar,es ESP,GK,Celta Vigo,es La Liga,23-299,1997,15.8,36.6,33.0,36.6,0.06,0.00,0.00,25.4,0.00,0.00,,0.00,0.00,16.8,84.9,44.6,0.00,0.00,0.00,0.00,0.00,14.5,14.4,99.6,0.00,Matches
2622,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,eng Premier League,22-025,1999,1.9,63.2,1.58,20.5,31.6,15.8,0.00,54.7,1.58,3.68,42.9,2.11,0.00,35.3,206.3,127.4,7.37,1.58,0.00,0.53,1.05,42.1,35.8,85.0,2.11,Matches
2623,Carlos Vinícius\Carlos-Vinicius,br BRA,FW,Tottenham,eng Premier League,26-040,1995,3.4,27.4,1.47,3.82,12.9,12.6,5.00,27.1,1.47,1.76,83.3,1.47,0.00,17.6,65.3,22.9,0.88,0.00,0.00,3.53,3.53,48.2,20.3,42.1,5.00,Matches
2624,Nicolas Viola\Nicolas-Viola,it ITA,MF,Benevento,it Serie A,31-204,1989,10.6,55.4,1.70,11.4,31.6,15.2,1.23,49.2,0.85,1.79,47.4,1.13,0.19,34.0,190.8,82.6,2.36,0.66,0.19,1.04,1.23,36.8,32.2,87.4,0.75,Matches
2625,João Virgínia\Joao-Virginia,pt POR,GK,Everton,eng Premier League,21-206,1999,0.5,38.0,36.0,38.0,0.00,0.00,0.00,30.0,0.00,0.00,,0.00,0.00,20.0,104.0,56.0,0.00,0.00,0.00,0.00,0.00,18.0,18.0,100.0,0.00,Matches
2626,Vitinha\Vitinha,pt POR,MFFW,Wolves,eng Premier League,21-080,2000,4.1,76.1,0.49,7.32,47.8,26.3,1.71,72.7,1.71,2.20,77.8,1.95,0.24,55.6,299.8,170.2,9.76,2.68,0.24,1.95,2.20,68.8,61.2,89.0,5.37,Matches
2627,Vitolo\Vitolo,es ESP,MFFW,Atlético Madrid,es La Liga,31-183,1989,3.3,57.9,0.61,7.88,29.1,24.5,5.76,57.0,0.30,0.30,100.0,0.30,0.00,40.9,229.4,141.8,8.18,2.12,1.21,3.03,1.52,59.4,47.0,79.1,10.0,Matches
2628,Dušan Vlahović\Dusan-Vlahovic,rs SRB,FW,Fiorentina,it Serie A,21-096,2000,28.5,33.3,0.53,2.25,15.7,17.7,5.23,32.0,1.02,1.89,53.7,1.05,0.00,21.8,91.3,42.9,2.18,0.95,0.53,2.98,3.19,52.0,25.8,49.5,8.63,Matches
2629,Michel Vlap\Michel-Vlap,nl NED,MFFW,Arminia,de Bundesliga,23-336,1997,4.1,38.3,0.49,5.12,20.5,15.1,2.68,32.7,0.98,1.22,80.0,0.98,0.00,22.9,89.0,47.1,1.71,1.22,0.24,2.20,1.71,38.5,22.0,57.0,6.83,Matches
2630,Andreas Voglsammer\Andreas-Voglsammer,de GER,FWMF,Arminia,de Bundesliga,29-115,1992,8.4,37.5,1.07,5.00,16.3,19.0,5.36,36.4,0.71,1.31,54.5,0.83,0.12,18.6,104.3,49.0,2.86,0.95,0.60,2.62,1.55,48.0,26.8,55.8,6.19,Matches
2631,Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,de Bundesliga,29-223,1991,19.2,79.0,9.32,44.0,40.4,1.20,0.05,76.7,0.16,0.21,75.0,0.21,0.05,53.8,325.4,194.3,2.50,0.31,0.00,0.05,0.16,58.1,57.2,98.5,0.05,Matches
2632,Mërgim Vojvoda\Mergim-Vojvoda,xk KVX,DF,Torino,it Serie A,26-092,1995,12.6,62.9,4.29,20.8,26.2,19.3,1.19,54.6,0.95,1.67,57.1,1.03,0.08,38.7,159.0,75.0,3.57,1.27,0.08,0.79,1.27,42.8,39.0,91.1,1.90,Matches
2633,Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,eng Premier League,21-048,2000,0.7,32.9,1.43,4.29,22.9,10.0,0.00,22.9,0.00,0.00,,0.00,0.00,18.6,157.1,100.0,2.86,2.86,0.00,0.00,0.00,24.3,18.6,76.5,0.00,Matches
2634,Kevin Volland\Kevin-Volland,de GER,FWMF,Monaco,fr Ligue 1,28-278,1992,27.9,37.3,0.32,2.97,18.4,17.7,5.27,36.8,0.75,1.51,50.0,0.82,0.07,23.7,98.7,50.5,2.76,0.93,0.68,2.51,1.61,48.1,28.7,59.7,8.21,Matches
2635,Stefan de Vrij\Stefan-de-Vrij,nl NED,DF,Inter,it Serie A,29-088,1992,29.4,71.3,8.71,38.1,37.1,1.39,0.51,70.0,0.20,0.20,100.0,0.20,0.00,47.7,310.4,175.4,3.95,0.20,0.00,0.03,0.10,53.6,53.0,98.9,0.07,Matches
2636,Giacomo Vrioni\Giacomo-Vrioni,al ALB,MF,Juventus,it Serie A,22-201,1998,0.0,3,0,0,1,2,2,3,0,0,,0,0,2,18,16,1,0,1,1,0,2,2,100.0,1,Matches
2637,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,Atlético Madrid,es La Liga,29-114,1992,5.8,64.8,2.76,15.3,32.2,20.2,0.00,53.3,0.34,0.52,66.7,0.34,0.00,30.5,124.0,59.1,3.28,1.55,0.00,0.86,0.52,45.0,35.9,79.7,2.59,Matches
2638,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,Levante,es La Liga,29-142,1991,9.0,42.9,2.67,14.7,27.1,3.00,0.33,42.0,0.11,0.22,50.0,0.11,0.00,23.4,98.6,42.8,1.67,0.11,0.11,0.22,0.33,31.1,29.1,93.6,0.67,Matches
2639,Miloš Vulić\Milos-Vulic,rs SRB,MF,Crotone,it Serie A,24-258,1996,14.2,51.0,1.13,11.6,27.1,16.1,2.54,48.5,0.85,1.90,44.4,0.92,0.00,34.2,199.5,79.2,3.66,0.99,0.21,2.04,1.34,41.3,35.1,85.2,3.03,Matches
2640,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,eng Premier League,29-003,1992,13.1,28.2,0.53,0.84,11.5,16.9,5.19,27.4,1.37,2.21,62.1,1.53,0.08,16.6,70.7,34.8,2.29,0.53,0.69,2.90,1.30,54.5,21.1,38.8,9.16,Matches
2641,Franklin Wadja\Franklin-Wadja,cm CMR,MF,Lorient,fr Ligue 1,26-003,1995,0.4,82.5,5.00,30.0,47.5,12.5,0.00,82.5,2.50,5.00,50.0,2.50,0.00,32.5,87.5,50.0,5.00,2.50,0.00,7.50,2.50,50.0,40.0,80.0,2.50,Matches
2642,Walace\Walace,br BRA,MF,Udinese,it Serie A,26-030,1995,19.3,62.0,3.26,19.3,36.0,10.1,0.62,60.3,1.30,1.81,71.4,1.40,0.10,42.3,188.2,90.9,2.69,0.67,0.05,0.98,0.78,43.3,40.7,94.1,0.93,Matches
2643,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Southampton,eng Premier League,32-049,1989,16.2,37.3,0.56,5.25,18.0,17.7,3.70,37.0,1.17,2.96,39.6,1.23,0.00,26.2,135.8,89.2,4.51,1.73,0.80,2.59,2.22,39.1,25.7,65.6,5.62,Matches
2644,Theo Walcott\Theo-Walcott,eng ENG,FW,Everton,eng Premier League,32-049,1989,0.1,20.0,0.00,10.0,10.0,10.0,0.00,20.0,0.00,0.00,,0.00,0.00,20.0,640.0,630.0,0.00,10.0,0.00,10.0,0.00,50.0,20.0,40.0,0.00,Matches
2645,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,eng Premier League,30-341,1990,19.6,94.6,2.19,20.1,60.7,21.3,0.87,86.1,1.48,2.30,64.4,1.63,0.05,68.2,348.5,176.8,8.42,2.76,0.31,0.36,0.97,74.1,71.5,96.5,1.79,Matches
2646,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,eng Premier League,24-021,1997,24.7,67.9,3.89,21.9,36.0,15.6,1.94,57.0,1.78,2.59,68.8,1.82,0.04,41.6,247.9,140.1,6.64,2.06,0.65,0.69,1.46,41.6,37.4,90.1,1.98,Matches
2647,Sebastian Walukiewicz\Sebastian-Walukiewicz,pl POL,DF,Cagliari,it Serie A,21-029,2000,18.0,55.6,9.89,32.3,24.9,2.06,0.33,53.7,0.39,0.44,87.5,0.44,0.00,32.9,198.9,118.3,2.50,0.56,0.00,0.22,0.33,37.1,36.4,98.4,0.06,Matches
2648,Silas Wamangituka\Silas-Wamangituka,cd COD,DFFW,Stuttgart,de Bundesliga,21-210,1999,21.3,38.9,1.31,8.26,15.4,19.3,5.07,37.3,2.63,4.51,58.3,2.77,0.19,30.1,191.3,113.0,5.54,1.55,1.64,2.35,2.39,35.1,22.6,64.5,6.20,Matches
2649,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,23-159,1997,31.0,74.6,3.61,24.2,34.0,21.5,1.19,66.1,1.13,1.81,62.5,1.19,0.06,45.3,238.2,134.6,6.32,2.29,0.10,0.48,0.74,48.2,45.0,93.3,2.39,Matches
2650,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,eng Premier League,31-187,1989,20.1,55.6,5.32,22.5,23.5,11.8,0.40,44.6,0.35,0.55,63.6,0.40,0.00,23.7,104.1,55.7,2.14,1.09,0.00,0.80,0.40,25.9,23.5,90.8,0.65,Matches
2651,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,eng Premier League,26-184,1994,33.0,77.6,2.88,17.8,45.9,17.8,0.64,68.9,0.36,0.58,63.2,0.39,0.00,40.0,178.7,88.8,3.18,1.06,0.03,0.39,0.42,51.4,47.5,92.3,1.03,Matches
2652,Daniel Wass\Daniel-Wass,dk DEN,MFDF,Valencia,es La Liga,31-338,1989,31.4,59.2,3.31,15.4,31.7,15.2,1.34,53.5,0.32,0.45,71.4,0.32,0.00,31.0,147.7,77.3,3.12,1.37,0.16,0.67,0.61,42.1,37.1,88.1,2.26,Matches
2653,Ollie Watkins\Ollie-Watkins,eng ENG,FW,Aston Villa,eng Premier League,25-125,1995,33.0,35.4,0.76,1.91,13.9,21.6,6.58,34.1,1.30,2.09,62.3,1.39,0.06,22.5,107.1,61.8,3.70,0.97,1.33,3.06,2.36,53.0,27.4,51.7,9.27,Matches
2654,Caleb Watts\Caleb-Watts,au AUS,MFFW,Southampton,eng Premier League,19-108,2002,0.4,50.0,2.50,12.5,15.0,22.5,0.00,50.0,0.00,0.00,,0.00,0.00,30.0,85.0,40.0,5.00,0.00,0.00,0.00,5.00,35.0,32.5,92.9,2.50,Matches
2655,Timothy Weah\Timothy-Weah,us USA,FWMF,Lille,fr Ligue 1,21-071,2000,9.5,42.6,0.21,4.74,18.8,20.9,4.00,41.6,0.42,0.95,44.4,0.42,0.00,27.1,151.7,74.9,4.42,0.53,0.84,2.21,1.16,46.6,30.5,65.5,6.95,Matches
2656,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,eng Premier League,26-120,1995,24.8,70.4,7.22,36.3,34.5,7.42,1.21,68.6,0.28,0.40,70.0,0.36,0.00,45.0,335.2,221.9,6.01,2.02,0.08,0.65,0.56,49.3,48.1,97.6,0.16,Matches
2657,Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,de Bundesliga,28-270,1992,29.7,35.9,0.84,2.29,18.4,16.4,6.36,34.6,0.64,0.94,67.9,0.64,0.03,19.2,66.3,27.0,1.48,0.64,0.34,2.26,1.18,54.2,27.0,49.9,7.54,Matches
2658,Mitchell Weiser\Mitchell-Weiser,de GER,DF,Leverkusen,de Bundesliga,27-013,1994,2.5,97.2,2.80,18.8,56.4,26.0,4.40,84.8,0.80,1.60,50.0,0.80,0.00,66.8,246.8,130.0,7.60,1.60,0.40,1.60,1.20,68.8,65.6,95.3,1.20,Matches
2659,Shon Weissman\Shon-Weissman,il ISR,FW,Valladolid,es La Liga,25-079,1996,20.0,21.9,0.40,2.10,10.4,10.1,2.85,20.1,0.30,0.70,42.9,0.35,0.05,11.3,42.1,19.1,1.15,0.25,0.25,1.75,0.95,37.9,13.8,36.6,3.95,Matches
